chr,bin,start,end,mean_female,mean_male,female_cov,male_cov
chr2,13015,18044533,18045817,0.582,0.377,28,77
chr2,13021,18354919,18358378,0.55,0.871,41,96
chr2,13022,18378423,18379763,0.758,0.526,53,111
chr2,13023,18464932,18465193,0.811,0.617,8,27
chr2,13026,18467695,18468237,0.847,0.643,9,18
chr2,13028,18695129,18695387,0.587,0.327,24,54
chr2,13029,18696107,18696979,0.655,0.416,14,30
chr2,13032,18923982,18924724,0.726,0.944,10,22
chr2,13033,18943453,18943823,0.745,0.947,21,20
chr2,13034,19511505,19511785,0.937,0.731,22,26
chr2,13035,19564881,19565567,0.415,0.65,50,69
chr2,13036,19566852,19567426,0.362,0.574,30,46
chr2,13037,19575228,19576237,0.827,0.609,31,69
chr2,13039,19577876,19578378,0.692,0.396,7,53
chr2,13040,19578905,19579457,0.647,0.372,10,66
chr2,13041,19795101,19796187,0.731,0.521,15,54
chr2,13043,20055273,20056806,0.661,0.905,55,130
chr2,13044,20091370,20091432,0.787,0.596,5,10
chr2,13045,20113203,20114056,0.696,0.492,34,73
chr2,13046,20117604,20118592,0.827,0.605,34,93
chr2,13047,20140448,20141331,0.688,0.481,36,92
chr2,13048,20150025,20151430,0.603,0.385,40,86
chr2,13049,20256282,20257558,0.809,0.577,16,71
chr2,13051,20403696,20405825,0.826,0.552,36,65
chr2,13052,20409255,20410159,0.89,0.668,32,61
chr2,13053,20421747,20421850,0.853,0.618,4,23
chr2,13055,20569698,20570784,0.599,0.816,45,108
chr2,13056,20575977,20576255,0.857,0.651,7,12
chr2,13057,20640532,20640914,0.853,0.66,29,22
chr2,13058,20706390,20706834,0.681,0.482,12,70
chr2,13064,21854156,21854780,0.878,0.656,30,70
chr2,13065,22046837,22047231,0.7,0.509,19,80
chr2,13066,22049899,22050118,0.872,0.675,18,30
chr2,13067,22050730,22052249,0.673,0.423,31,77
chr2,13070,22147794,22148495,0.171,0.537,12,36
chr2,13071,22183570,22184069,0.55,0.782,8,17
chr2,13073,22293909,22294227,0.465,0.71,15,44
chr2,13074,22310344,22310949,0.592,0.399,21,22
chr2,13075,22331299,22331953,0.676,0.464,34,79
chr2,13076,22336164,22336936,0.472,0.683,8,17
chr2,13078,22355701,22356433,0.947,0.719,32,75
chr2,13080,22380074,22380327,0.667,0.871,15,18
chr2,13082,22390508,22392254,0.832,0.615,44,107
chr2,13083,22409718,22410865,0.881,0.644,21,49
chr2,13085,22414405,22415421,0.958,0.731,25,72
chr2,13086,22431716,22432687,0.818,0.599,19,57
chr2,13088,22462935,22463538,0.652,0.862,22,88
chr2,13089,22504288,22505446,0.692,0.919,21,36
chr2,13092,22645036,22646083,0.718,0.492,10,17
chr2,13093,22667564,22668514,0.614,0.844,33,113
chr2,13094,22702516,22702974,0.891,0.656,24,72
chr2,13095,22711684,22713105,0.897,0.672,29,58
chr2,13096,22719597,22720873,0.454,0.722,14,28
chr2,13097,22746814,22747550,0.859,0.622,11,37
chr2,13098,22831049,22832729,0.65,0.881,34,100
chr2,13099,22848440,22848813,0.243,0.479,12,33
chr2,13101,22850390,22850915,0.36,0.6,11,36
chr2,13102,22916506,22916898,0.326,0.55,37,87
chr2,13104,23095119,23095620,0.879,0.632,8,15
chr2,13107,23113947,23114491,0.833,0.369,3,19
chr2,13112,23471349,23471554,0.862,0.667,25,54
chr2,13114,23522995,23523630,0.825,0.613,6,8
chr2,13115,23628370,23628703,0.36,0.624,7,18
chr2,13117,24175368,24175581,0.506,0.74,6,8
chr2,13118,24240311,24240895,0.767,0.551,12,24
chr2,13119,24256049,24256225,0.881,0.667,14,25
chr2,13120,24289654,24289955,0.912,0.644,11,19
chr2,13121,24316802,24317457,0.59,0.298,25,90
chr2,13122,24364589,24365399,0.919,0.663,28,104
chr2,13123,24423167,24423262,0.601,0.409,21,52
chr2,13124,24425771,24426528,0.684,0.889,22,30
chr2,13125,24580610,24581583,0.805,0.581,31,95
chr2,13126,24608776,24608989,0.582,0.367,12,40
chr2,13127,24788145,24788511,0.638,0.444,18,53
chr2,13130,25237297,25237793,0.91,0.707,33,78
chr2,13131,25282735,25283265,0.728,0.495,32,70
chr2,13134,25764268,25764873,0.465,0.229,35,99
chr2,13135,25773725,25773941,0.677,0.478,10,20
chr2,13136,25778047,25779051,0.575,0.843,32,66
chr2,13137,25810841,25811918,0.676,0.253,18,82
chr2,13138,26005860,26005944,0.434,0.685,6,23
chr2,13139,26034298,26034695,0.756,0.509,13,31
chr2,13140,26136937,26137081,0.477,0.709,22,62
chr2,13141,26168801,26169224,0.529,0.309,8,16
chr2,13142,26190294,26190952,0.588,0.37,23,83
chr2,13143,26217765,26217784,0.177,0.384,5,17
chr2,13144,26243908,26244215,0.37,0.166,17,32
chr2,13146,26352201,26353634,0.854,0.621,23,84
chr2,13147,26371177,26371722,0.486,0.716,17,50
chr2,13148,26712850,26713926,0.668,0.879,25,95
chr2,13149,26778990,26779597,0.776,0.558,8,25
chr2,13150,26793045,26795919,0.506,0.783,88,152
chr2,13151,26798463,26801141,0.958,0.706,39,83
chr2,13152,26943823,26943869,0.903,0.705,12,20
chr2,13153,26944791,26945033,0.897,0.629,23,37
chr2,13154,26945802,26946290,0.883,0.572,40,72
chr2,13156,27015011,27015540,0.661,0.46,11,42
chr2,13157,27289144,27289381,0.464,0.25,7,19
chr2,13158,27321636,27322259,0.35,0.561,30,39
chr2,13161,27429296,27429850,0.277,0.498,10,25
chr2,13162,27646179,27647764,0.225,0.489,23,68
chr2,13163,27855189,27856885,0.597,0.872,75,161
chr2,13164,27868873,27868985,0.715,0.507,9,22
chr2,13165,27909078,27909758,0.668,0.462,47,49
chr2,13166,28119236,28120612,0.82,0.596,108,241
chr2,13169,28335867,28336394,0.855,0.627,24,27
chr2,13170,28367550,28369835,0.548,0.845,65,99
chr2,13173,28501336,28501739,0.661,0.468,50,88
chr2,13174,28684787,28685048,0.804,0.594,16,32
chr2,13175,28703341,28704310,0.434,0.204,32,62
chr2,13176,28706668,28707338,0.552,0.342,38,156
chr2,13177,28724870,28725711,0.686,0.458,10,14
chr2,13178,28735304,28735576,0.969,0.743,24,46
chr2,13179,28918162,28918262,0.468,0.765,5,17
chr2,13180,28918894,28919357,0.509,0.738,10,23
chr2,13183,29348589,29350469,0.546,0.307,25,48
chr2,13186,29430461,29430965,0.539,0.756,32,54
chr2,13187,29477369,29479034,0.709,0.486,68,151
chr2,13188,29570956,29571080,0.555,0.769,22,96
chr2,13189,29609741,29609793,0.552,0.757,13,20
chr2,13190,29627651,29627819,0.435,0.636,10,21
chr2,13191,29632708,29632879,0.789,0.564,34,80
chr2,13192,29803933,29804974,0.415,0.16,18,65
chr2,13193,29809322,29810012,0.784,0.524,87,134
chr2,13194,30129819,30130148,0.491,0.716,40,69
chr2,13196,30348310,30349669,0.782,0.474,24,56
chr2,13197,30350669,30351074,0.819,0.569,11,25
chr2,13199,30675542,30675547,0.657,0.86,15,19
chr2,13200,30706610,30707144,0.647,0.864,14,4
chr2,13201,30771795,30772492,0.703,0.926,14,25
chr2,13202,30879275,30879903,0.623,0.86,35,69
chr2,13203,30883284,30883549,0.455,0.659,17,45
chr2,13204,30923530,30923686,0.754,0.56,7,23
chr2,13206,31403895,31404423,0.898,0.676,12,35
chr2,13207,31432167,31432468,0.762,0.548,11,33
chr2,13208,31461598,31462630,0.47,0.746,20,31
chr2,13209,31464025,31464912,0.395,0.687,24,56
chr2,13210,31531915,31532589,0.789,0.586,22,37
chr2,13211,31828517,31828853,0.968,0.764,22,55
chr2,13213,31938311,31938746,0.96,0.755,18,24
chr2,13215,31968280,31969616,0.519,0.774,11,36
chr2,13216,32127680,32129737,0.918,0.611,15,17
chr2,13217,32130555,32130914,0.884,0.621,5,5
chr2,13218,32134375,32134937,0.747,0.957,17,34
chr2,13219,32135443,32136365,0.724,0.937,21,61
chr2,13220,32261069,32262661,0.638,0.402,17,45
chr2,13221,32299580,32300554,0.631,0.837,19,28
chr2,13225,32761653,32761804,0.859,0.667,10,29
chr2,13227,32782083,32782629,0.747,0.545,18,32
chr2,13228,32792319,32793187,0.435,0.693,40,68
chr2,13231,33326008,33327518,0.579,0.785,37,38
chr2,13233,33553571,33553811,0.651,0.873,6,8
chr2,13234,33554438,33554854,0.674,0.889,4,3
chr2,13235,33603877,33604598,0.218,0.453,23,68
chr2,13237,33737960,33738236,0.275,0.064,5,32
chr2,13242,34140059,34140831,0.885,0.652,14,16
chr2,13243,34152127,34153105,0.675,0.893,21,30
chr2,13245,34254437,34254539,0.385,0.589,16,49
chr2,13246,34360688,34361503,0.694,0.446,20,24
chr2,13248,34401921,34402405,0.608,0.833,9,14
chr2,13249,34403109,34403214,0.527,0.828,24,20
chr2,13250,34403872,34404934,0.549,0.835,68,155
chr2,13251,34665677,34665809,0.557,0.364,10,20
chr2,13254,34876866,34877136,0.438,0.229,12,27
chr2,13255,34913675,34914719,0.788,0.59,14,52
chr2,13256,34923745,34924494,0.894,0.628,29,107
chr2,13257,34961111,34961697,0.74,0.515,17,52
chr2,13260,35716678,35717395,0.886,0.685,22,46
chr2,13261,35718695,35719198,0.663,0.886,74,91
chr2,13263,36368452,36370433,0.836,0.622,23,42
chr2,13265,36372016,36372971,0.696,0.469,24,37
chr2,13266,36453368,36453389,0.865,0.537,11,43
chr2,13267,36455014,36455764,0.861,0.629,6,15
chr2,13268,36527313,36527379,0.424,0.632,9,26
chr2,13273,37635117,37635203,0.66,0.384,11,16
chr2,13276,37769989,37770878,0.572,0.785,37,40
chr2,13277,37814607,37816174,0.772,0.546,58,185
chr2,13278,38317435,38318190,0.705,0.921,35,86
chr2,13279,38540993,38542612,0.864,0.628,46,113
chr2,13280,38675738,38677188,0.345,0.147,40,148
chr2,13285,38681055,38681069,0.615,0.296,18,23
chr2,13286,38705238,38705501,0.261,0.048,13,10
chr2,13288,38711341,38711753,0.654,0.859,5,10
chr2,13289,38908537,38909298,0.694,0.921,17,31
chr2,13290,39140665,39141520,0.685,0.904,31,46
chr2,13294,39489813,39491309,0.641,0.858,36,76
chr2,13298,39828564,39829363,0.706,0.502,23,87
chr2,13299,39870038,39870783,0.595,0.802,18,49
chr2,13300,40055008,40055853,0.501,0.282,23,71
chr2,13301,40172783,40174212,0.874,0.618,43,104
chr2,13302,40175416,40176631,0.778,0.517,29,54
chr2,13303,40180093,40181049,0.595,0.819,30,91
chr2,13305,40386012,40387064,0.506,0.739,66,135
chr2,13306,40650331,40651042,0.699,0.439,30,70
chr2,13309,40814180,40815418,0.778,0.58,27,62
chr2,13311,40904375,40905974,0.479,0.81,31,27
chr2,13313,41207855,41208640,0.867,0.666,20,46
chr2,13316,41371523,41371670,0.684,0.905,15,41
chr2,13317,41416566,41416849,0.904,0.711,12,18
chr2,13318,41552398,41552699,0.744,0.545,3,7
chr2,13319,41625683,41626821,0.672,0.932,31,49
chr2,13320,41627369,41631034,0.378,0.886,62,67
chr2,13321,41631666,41634717,0.594,0.869,66,96
chr2,13324,42187517,42187723,0.91,0.712,8,7
chr2,13329,43264410,43264820,0.953,0.72,8,21
chr2,13331,43270163,43270764,0.59,0.814,16,41
chr2,13332,43276304,43277813,0.785,0.538,33,73
chr2,13333,43586392,43586846,0.827,0.62,9,31
chr2,13335,43712264,43713055,0.884,0.631,16,40
chr2,13337,44179103,44179466,0.893,0.677,8,49
chr2,13338,44276173,44276716,0.719,0.934,29,45
chr2,13341,44505569,44507575,0.847,0.599,34,117
chr2,13342,44592301,44592982,0.919,0.708,40,77
chr2,13343,44700460,44701025,0.439,0.236,4,35
chr2,13345,44876770,44877132,0.703,0.508,41,94
chr2,13346,44944628,44944652,0.959,0.76,8,18
chr2,13347,44970030,44973261,0.462,0.815,26,61
chr2,13348,44975019,44976180,0.495,0.213,4,17
chr2,13349,44976734,44977935,0.504,0.176,8,21
chr2,13351,45094325,45095241,0.66,0.894,19,21
chr2,13352,45158409,45159816,0.703,0.928,83,166
chr2,13353,45716207,45716981,0.903,0.668,28,68
chr2,13354,45757851,45758294,0.588,0.812,28,60
chr2,13355,45800842,45801081,0.567,0.812,14,41
chr2,13358,46023519,46023946,0.413,0.641,63,141
chr2,13360,46356517,46357101,0.747,0.539,25,57
chr2,13361,46442391,46443423,0.69,0.909,14,28
chr2,13363,46444479,46444520,0.693,0.896,7,11
chr2,13364,46496665,46497601,0.67,0.881,32,60
chr2,13367,46745293,46746161,0.717,0.489,21,22
chr2,13368,46747033,46747349,0.823,0.511,19,68
chr2,13369,46747902,46749577,0.846,0.601,25,88
chr2,13370,46781822,46782495,0.602,0.821,17,45
chr2,13371,46783307,46785270,0.504,0.736,65,131
chr2,13372,46867679,46872738,0.753,0.38,122,303
chr2,13374,46956815,46957032,0.871,0.669,4,15
chr2,13377,46997373,46997806,0.669,0.476,15,38
chr2,13378,47048252,47048782,0.47,0.244,20,39
chr2,13380,47050209,47050865,0.519,0.267,14,53
chr2,13381,47220588,47220847,0.458,0.662,8,20
chr2,13382,47249441,47249547,0.568,0.771,16,33
chr2,13383,47282833,47283867,0.799,0.531,13,48
chr2,13384,47423648,47423887,0.95,0.756,12,22
chr2,13388,47904690,47905089,0.63,0.411,23,87
chr2,13390,48014183,48014458,0.723,0.942,10,10
chr2,13391,48015051,48015855,0.513,0.871,12,42
chr2,13392,48016716,48016913,0.305,0.528,25,41
chr2,13393,48021535,48022319,0.254,0.049,20,32
chr2,13399,48168460,48168916,0.317,0.649,13,23
chr2,13400,48397379,48398003,0.856,0.646,26,77
chr2,13401,48594311,48595966,0.682,0.914,40,34
chr2,13402,48645294,48645975,0.666,0.908,19,69
chr2,13403,48907448,48908616,0.662,0.44,31,81
chr2,13404,48944279,48944869,0.298,0.037,10,30
chr2,13405,49155701,49156515,0.288,0.506,13,17
chr2,13407,49537532,49537730,0.485,0.278,8,14
chr2,13408,49715690,49716421,0.423,0.795,21,12
chr2,13409,49716981,49717926,0.313,0.694,14,36
chr2,13410,49720707,49720890,0.519,0.82,6,13
chr2,13414,49799152,49799678,0.437,0.735,8,22
chr2,13416,49877311,49877827,0.601,0.353,7,9
chr2,13418,49900575,49900913,0.588,0.802,11,23
chr2,13419,49981175,49981639,0.542,0.335,21,32
chr2,13420,50872606,50874596,0.783,0.543,25,64
chr2,13421,51059814,51062679,0.917,0.658,88,200
chr2,13422,51637843,51639229,0.46,0.826,24,6
chr2,13423,51759514,51760076,0.489,0.725,12,32
chr2,13424,51764573,51764738,0.007,0.363,17,49
chr2,13425,51791101,51792588,0.949,0.744,13,18
chr2,13426,51793843,51796816,0.935,0.69,24,69
chr2,13427,51807613,51808155,0.715,0.52,14,42
chr2,13429,52074659,52075347,0.448,0.654,24,60
chr2,13430,52257837,52258354,0.655,0.875,30,50
chr2,13431,52376588,52376874,0.638,0.419,11,25
chr2,13432,52378487,52378768,0.629,0.838,22,32
chr2,13434,52544136,52545406,0.772,0.531,26,72
chr2,13435,52552473,52552510,0.916,0.688,6,12
chr2,13436,52576702,52577239,0.812,0.615,26,36
chr2,13437,52621582,52622268,0.841,0.598,20,53
chr2,13438,52809609,52810554,0.796,0.597,6,29
chr2,13440,52918193,52918380,0.902,0.67,8,16
chr2,13441,52966698,52967935,0.608,0.848,67,132
chr2,13444,53068402,53068514,0.487,0.749,12,16
chr2,13446,53147443,53147613,0.897,0.671,19,23
chr2,13447,53148292,53148945,0.863,0.536,23,54
chr2,13450,53370022,53370180,0.916,0.698,6,17
chr2,13451,53879788,53880919,0.724,0.951,32,44
chr2,13452,53908936,53909569,0.469,0.22,40,94
chr2,13454,54802172,54803049,0.058,0.32,25,23
chr2,13457,55096149,55096482,0.956,0.73,6,7
chr2,13458,55351452,55351725,0.7,0.475,9,18
chr2,13459,55357450,55358552,0.509,0.294,17,62
chr2,13461,55720339,55720762,0.697,0.483,37,95
chr2,13462,55800937,55801446,0.612,0.831,27,77
chr2,13463,55802142,55802423,0.564,0.799,20,45
chr2,13464,56421971,56423004,0.151,0.406,34,64
chr2,13465,56457983,56458297,0.666,0.885,10,19
chr2,13466,56505904,56506701,0.942,0.745,24,52
chr2,13468,57529787,57530049,0.616,0.826,5,22
chr2,13469,57530868,57531560,0.57,0.834,21,36
chr2,13470,57532600,57533261,0.562,0.791,20,51
chr2,13471,57650911,57651942,0.824,0.611,40,107
chr2,13474,58283171,58285036,0.717,0.477,43,99
chr2,13479,58484616,58485006,0.668,0.456,13,14
chr2,13480,58698847,58699378,0.707,0.508,5,15
chr2,13482,60485177,60486613,0.833,0.611,30,68
chr2,13483,60643839,60644159,0.69,0.898,10,2
chr2,13485,60680681,60681034,0.54,0.809,11,38
chr2,13486,60936606,60937375,0.851,0.649,17,28
chr2,13487,60968915,60969887,0.851,0.631,51,90
chr2,13488,60990316,60990710,0.731,0.933,8,27
chr2,13490,61319197,61319591,0.639,0.393,15,61
chr2,13491,61320160,61320307,0.495,0.081,10,27
chr2,13492,61350282,61351333,0.348,0.074,17,72
chr2,13493,61352128,61352237,0.322,0.059,5,25
chr2,13494,61369055,61369572,0.564,0.881,15,42
chr2,13497,61486308,61486647,0.376,0.155,20,63
chr2,13498,61516577,61516806,0.189,0.393,15,23
chr2,13500,61978562,61979758,0.486,0.754,24,72
chr2,13504,62295896,62297409,0.655,0.891,30,67
chr2,13505,62306625,62306968,0.746,0.531,8,3
chr2,13506,62361783,62362202,0.7,0.978,14,23
chr2,13507,62411427,62411676,0.545,0.336,27,47
chr2,13508,62510206,62510664,0.818,0.607,40,90
chr2,13510,62552950,62553303,0.756,0.548,13,22
chr2,13511,62603336,62603492,0.619,0.425,23,47
chr2,13512,62619370,62619603,0.5,0.726,4,18
chr2,13513,62642602,62643402,0.413,0.634,5,21
chr2,13514,62676156,62676437,0.545,0.344,32,85
chr2,13515,62764359,62764609,0.933,0.731,37,51
chr2,13516,63005523,63005675,0.868,0.665,7,16
chr2,13517,63215827,63216050,0.607,0.813,6,21
chr2,13518,63552677,63553819,0.793,0.522,27,70
chr2,13519,63624897,63626842,0.48,0.734,37,109
chr2,13522,63633784,63634894,0.581,0.318,39,57
chr2,13526,64692442,64694548,0.276,0.061,12,66
chr2,13527,64798993,64800172,0.315,0.518,26,34
chr2,13528,65027492,65028805,0.806,0.579,24,50
chr2,13530,65426975,65429421,0.604,0.822,68,97
chr2,13532,65430758,65431456,0.66,0.866,13,33
chr2,13538,66119073,66120242,0.513,0.318,10,11
chr2,13543,66498409,66499878,0.636,0.842,12,25
chr2,13544,66501015,66501645,0.657,0.866,12,16
chr2,13546,66725952,66726353,0.401,0.611,12,30
chr2,13548,66878697,66879345,0.436,0.225,9,16
chr2,13550,67160192,67160758,0.613,0.381,14,29
chr2,13551,67161356,67162084,0.594,0.371,15,61
chr2,13553,67752916,67753648,0.681,0.905,3,15
chr2,13554,68374234,68374969,0.511,0.714,12,25
chr2,13559,69380692,69381105,0.436,0.663,20,34
chr2,13562,69593141,69593553,0.797,0.595,13,8
chr2,13563,69604186,69604501,0.652,0.861,9,34
chr2,13564,69637683,69639041,0.347,0.579,23,56
chr2,13565,69835524,69835985,0.752,0.529,11,32
chr2,13566,69836984,69837244,0.753,0.506,7,31
chr2,13567,69837783,69838930,0.759,0.523,18,51
chr2,13571,70118599,70119528,0.713,0.452,20,62
chr2,13574,70122869,70122984,0.859,0.648,7,26
chr2,13576,70193191,70193418,0.385,0.19,8,61
chr2,13577,70337136,70337657,0.759,0.971,11,26
chr2,13579,70416775,70417431,0.535,0.739,9,31
chr2,13581,70643748,70644092,0.657,0.86,11,30
chr2,13584,71199334,71202212,0.195,0.469,65,112
chr2,13585,71202725,71203290,0.232,0.457,33,52
chr2,13593,72422226,72423434,0.638,0.855,32,57
chr2,13597,72523507,72523988,0.443,0.678,37,100
chr2,13598,73565526,73566297,0.724,0.478,11,26
chr2,13600,73708096,73708216,0.613,0.827,13,35
chr2,13601,73708879,73709557,0.635,0.845,13,22
chr2,13602,74182846,74182869,0.579,0.341,9,21
chr2,13604,74195379,74195762,0.242,0.035,9,40
chr2,13606,74197426,74197764,0.252,0.046,6,16
chr2,13607,74316631,74316689,0.691,0.381,5,28
chr2,13608,74317308,74318093,0.669,0.309,17,37
chr2,13609,74319809,74320450,0.722,0.437,28,95
chr2,13611,74403673,74406181,0.807,0.497,16,47
chr2,13614,75935445,75936305,0.374,0.629,6,8
chr2,13616,76163232,76164314,0.744,0.958,10,34
chr2,13617,76459428,76460366,0.576,0.778,19,59
chr2,13627,77245298,77245453,0.755,0.48,5,11
chr2,13636,77334266,77334540,0.62,0.352,11,17
chr2,13637,77761094,77762403,0.594,0.827,22,55
chr2,13639,77888492,77888759,0.869,0.677,8,13
chr2,13640,77979633,77979889,0.631,0.402,11,30
chr2,13641,78048569,78048962,0.569,0.782,16,34
chr2,13643,78068496,78068886,0.631,0.432,28,83
chr2,13645,78178007,78179043,0.83,0.546,36,88
chr2,13649,78859511,78859951,0.819,0.616,6,23
chr2,13651,79034298,79035231,0.787,0.539,14,36
chr2,13652,79036715,79037595,0.674,0.456,12,68
chr2,13653,79202141,79203367,0.863,0.666,29,47
chr2,13654,79225144,79225591,0.613,0.853,26,61
chr2,13655,79226132,79228485,0.653,0.879,48,85
chr2,13656,79232991,79235080,0.775,0.552,61,106
chr2,13657,79240716,79241565,0.222,0.435,45,52
chr2,13658,79249873,79250744,0.16,0.38,42,93
chr2,13661,79476058,79476611,0.71,0.912,13,22
chr2,13663,79553753,79554739,0.595,0.381,19,42
chr2,13664,79555329,79556069,0.612,0.405,14,53
chr2,13665,80046586,80047197,0.686,0.471,14,55
chr2,13666,80063921,80064480,0.612,0.396,22,58
chr2,13671,80235612,80236571,0.511,0.741,27,75
chr2,13672,80288276,80289559,0.73,0.943,19,40
chr2,13673,80593212,80593892,0.892,0.645,21,51
chr2,13674,80676853,80677203,0.948,0.74,10,17
chr2,13679,80979820,80980228,0.491,0.289,12,37
chr2,13683,81469684,81471011,0.565,0.772,12,30
chr2,13684,82099049,82099128,0.853,0.661,11,17
chr2,13685,83188606,83189980,0.322,0.539,39,93
chr2,13686,83460137,83460238,0.549,0.885,10,4
chr2,13688,83462708,83463236,0.604,0.911,5,16
chr2,13690,83684173,83685411,0.548,0.768,14,55
chr2,13691,83798490,83798943,0.836,0.602,20,40
chr2,13692,83944164,83944615,0.337,0.593,10,38
chr2,13694,84237372,84240705,0.233,0.747,110,99
chr2,13695,84629411,84631481,0.622,0.915,24,42
chr2,13699,85049231,85051352,0.881,0.641,61,148
chr2,13700,85276365,85278381,0.763,0.513,48,124
chr2,13701,85325492,85325729,0.779,0.534,7,13
chr2,13704,85392792,85393457,0.437,0.649,11,28
chr2,13705,85411948,85413951,0.665,0.459,71,139
chr2,13706,85435094,85435768,0.784,0.582,17,53
chr2,13707,85493751,85496398,0.519,0.819,56,130
chr2,13708,85496985,85497323,0.461,0.715,15,42
chr2,13711,86116830,86117171,0.36,0.577,11,26
chr2,13713,87094225,87094981,0.802,0.591,19,50
chr2,13715,87096157,87097443,0.74,0.519,22,47
chr2,13716,87783619,87784891,0.143,0.368,20,45
chr2,13720,88221793,88223064,0.56,0.363,33,75
chr2,13721,88348756,88349824,0.884,0.666,10,46
chr2,13731,89348976,89349181,0.455,0.13,14,42
chr2,13732,89349782,89352702,0.526,0.264,69,154
chr2,13733,89522287,89525929,0.695,0.439,39,101
chr2,13734,89537218,89537642,0.421,0.634,12,40
chr2,13736,89539945,89540512,0.429,0.659,34,48
chr2,13740,90034458,90034510,0.608,0.811,12,35
chr2,13742,90264643,90264808,0.568,0.773,12,14
chr2,13747,91204662,91205332,0.798,0.594,24,77
chr2,13749,91507491,91508490,0.304,0.046,9,50
chr2,13750,91521155,91521353,0.426,0.202,16,22
chr2,13758,92401820,92402317,0.529,0.741,15,45
chr2,13760,92404988,92405394,0.421,0.664,11,18
chr2,13761,92406019,92406438,0.475,0.688,22,29
