chr,bin,start,end,mean_female,mean_estradiol,female_cov,estradiol_cov,slope_clusters,num_cpg
chr18,16893,18986771,18986773,0.803,0.591,21,19,0.0363003967803835,6
chr18,16894,19144793,19144795,0.864,0.667,6,22,0.0214601111822156,4
chr18,16898,20121320,20121322,0.752,0.562,22,48,0.0301648787006665,8
chr18,16901,20522949,20522951,0.525,0.755,14,28,0.018663844006818,7
chr18,16902,20524092,20524094,0.591,0.82,9,12,0.0224364889464764,4
chr18,16904,20617943,20617945,0.473,0.774,7,18,0.179560434674931,5
chr18,16905,20665942,20665944,0.634,0.942,4,8,8.99439386919942e-05,3
chr18,16912,21690407,21690409,0.619,0.822,12,24,0.116628257778976,6
chr18,16913,21843318,21843320,0.469,0.709,10,4,0.0323156250203817,3
chr18,16914,21844049,21844051,0.591,0.825,5,13,0.0648138470041724,3
chr18,16915,22185427,22185429,0.837,0.642,4,6,0.0030647279325603,3
chr18,16919,22528352,22528354,0.729,0.929,12,20,0.00199671387783429,7
chr18,16921,22529793,22529795,0.73,0.945,14,18,0.000248631257091181,4
chr18,16924,22668320,22668322,0.856,0.628,12,18,0.00920998635444481,6
chr18,16927,22742877,22742879,0.743,0.943,8,10,0.00148360532684932,4
chr18,16929,22806246,22806248,0.658,0.866,14,37,0.00679990965583799,5
chr18,16930,22807434,22807436,0.664,0.894,16,18,0.00458364922985033,7
chr18,16931,22962359,22962361,0.644,0.417,18,17,0.00450156242756439,5
chr18,16936,23333882,23333884,0.708,0.944,9,17,0.00189106273683437,4
chr18,16937,23334531,23334533,0.632,0.938,5,23,0.00285310084603763,5
chr18,16939,23420586,23420588,0.921,0.73,13,17,8.76137978269576e-05,3
chr18,16940,23421232,23421234,0.921,0.732,17,28,0.000159013748022518,6
chr18,16941,23530596,23530598,0.645,0.459,5,6,0.0220813602749579,3
chr18,16943,23603406,23603408,0.915,0.717,6,9,0.00431275486587945,4
chr18,16944,23793109,23793111,0.951,0.739,7,16,0.00291626536354106,3
chr18,16945,23793665,23793667,0.959,0.75,18,9,0.00186076860257134,4
chr18,16946,23901553,23901555,0.613,0.887,38,41,0.00265243739830023,11
chr18,16948,23903270,23903272,0.542,0.884,3,13,0.000444290971380878,3
chr18,16949,23908766,23908768,0.873,0.68,11,30,0.00137327383779673,3
chr18,16953,24058729,24058731,0.704,0.428,20,21,0.238919951705696,5
chr18,16959,24345515,24345517,0.919,0.736,9,12,0.00199527696810586,3
chr18,16962,24392511,24392513,0.551,0.93,11,13,0.00368471231116629,6
chr18,16966,24449052,24449054,0.288,0.505,21,20,0.0149998643124928,5
chr18,16967,24584265,24584267,0.314,0.692,7,11,0.288606382826713,3
chr18,16969,24716495,24716497,0.246,0.486,25,32,0.204067729646241,5
chr18,16970,25092980,25092982,0.5,0.722,11,22,0.0640739651226689,5
chr18,16971,25093780,25093782,0.634,0.841,11,32,0.0251376934396158,5
chr18,16972,25331071,25331073,0.813,0.606,44,90,0.0778352019524683,13
chr18,16975,25418446,25418448,0.545,0.754,7,12,0.00617592437393122,4
chr18,16977,25420597,25420599,0.628,0.822,3,7,0.000615726078293855,3
chr18,16981,26023994,26023996,0.629,0.86,24,30,0.00191938704249006,7
chr18,16982,26196128,26196130,0.541,0.776,54,92,0.047499847620607,22
chr18,16983,26214722,26214724,0.506,0.32,5,25,0.101146120668443,3
chr18,16984,26284079,26284081,0.688,0.883,11,19,0.0315758047680897,3
chr18,16986,26436645,26436647,0.594,0.378,35,55,0.0905897673456038,14
chr18,16988,26568073,26568075,0.448,0.684,12,38,0.326178255591965,6
chr18,16989,26606553,26606555,0.637,0.841,16,31,0.0139239059620208,5
chr18,16990,26615980,26615982,0.571,0.783,6,5,0.00128443721279048,3
chr18,16992,26667727,26667729,0.478,0.704,17,31,0.00575269445268312,6
chr18,16994,26872396,26872398,0.679,0.458,30,71,0.0930405980003571,10
chr18,16995,26882293,26882295,0.309,0.63,7,15,0.109291375609117,4
chr18,16996,26954694,26954696,0.866,0.656,7,11,0.000366021344857415,3
chr18,16998,27037395,27037397,0.235,0.044,5,5,0.00917805654384153,3
chr18,16999,27037804,27037806,0.409,0.182,5,5,0.116979557498201,3
chr18,17003,27158379,27158381,0.273,0.522,43,54,0.460217263051097,7
chr18,17005,27346505,27346507,0.543,0.745,8,17,0.0247218518494928,3
chr18,17006,27352861,27352863,0.138,0.348,9,19,0.0141779374229978,4
chr18,17008,27451115,27451117,0.429,0.656,17,25,0.35805744277477,6
chr18,17009,27462560,27462562,0.677,0.477,28,29,0.00347160650373601,9
chr18,17010,27480336,27480338,0.576,0.829,29,23,0.330316350541112,8
chr18,17011,27560254,27560256,0.49,0.283,10,11,0.0829369344368462,5
chr18,17013,27578100,27578102,0.306,0.564,14,41,0.0945963685751059,7
chr18,17015,27580068,27580070,0.385,0.634,8,10,0.0208845060726135,3
chr18,17017,27750089,27750091,0.536,0.329,10,12,0.194077774476865,4
chr18,17018,28014320,28014322,0.496,0.297,14,19,0.00617828285372779,4
chr18,17019,28043689,28043691,0.731,0.533,21,48,0.00835637668254441,5
chr18,17020,28100133,28100135,0.49,0.713,12,23,0.0176595738400056,3
chr18,17021,28101035,28101037,0.43,0.636,10,16,0.00291761336977159,3
chr18,17022,28166080,28166082,0.39,0.589,19,12,0.0520739765359346,6
chr18,17023,28396037,28396039,0.8,0.558,4,4,0.0447942012750818,3
chr18,17025,28398603,28398605,0.456,0.679,7,11,0.230284258873242,3
chr18,17027,28542760,28542762,0.763,0.527,47,77,0.0320120076439205,11
chr18,17028,28560967,28560969,0.365,0.144,7,10,0.0879136022346962,3
chr18,17030,28623635,28623637,0.42,0.65,43,116,0.285986358809425,15
chr18,17031,28643377,28643379,0.652,0.852,12,21,0.0557455129373772,3
chr18,17032,28684716,28684718,0.257,0.469,12,27,0.228428741452543,3
chr18,17033,28830131,28830133,0.637,0.846,28,75,0.0660904510302175,9
chr18,17036,29048283,29048285,0.61,0.832,26,39,0.0056496465467607,7
chr18,17037,29049231,29049233,0.565,0.809,30,45,0.00281278201235013,8
chr18,17039,29102286,29102288,0.487,0.846,6,4,0.00878845133605566,3
chr18,17041,29111262,29111264,0.206,0.575,5,5,0.187400340232617,3
chr18,17042,29113671,29113673,0.789,0.596,8,14,0.029858939842157,4
chr18,17046,29140364,29140366,0.459,0.708,64,86,0.222133721893779,12
chr18,17048,29246999,29247001,0.687,0.491,57,58,0.058239402328042,7
chr18,17052,29346550,29346552,0.718,0.509,35,81,0.12929840060079,9
chr18,17053,29495226,29495228,0.577,0.36,16,24,0.041943865779932,4
chr18,17054,29504118,29504120,0.373,0.154,9,27,0.132124883578138,3
chr18,17057,29560163,29560165,0.438,0.188,8,14,0.302505271592145,4
chr18,17058,29562745,29562747,0.695,0.498,12,25,0.0164434950451746,3
chr18,17060,29588902,29588904,0.407,0.728,14,16,0.307512477501773,4
chr18,17062,29915437,29915439,0.746,0.556,14,9,0.000314629572896075,3
chr18,17065,29975764,29975766,0.886,0.622,18,28,0.000563957203910892,6
chr18,17067,29983477,29983479,0.423,0.647,19,26,0.00899644365578411,4
chr18,17072,30016355,30016357,0.381,0.65,4,9,0.097838191912192,3
chr18,17074,30249589,30249591,0.486,0.758,16,26,0.0945755959264333,5
chr18,17082,30392583,30392585,0.572,0.773,25,34,0.0070184783884587,7
chr18,17085,30414265,30414267,0.655,0.462,4,8,0.00055043385037562,3
chr18,17089,30430104,30430106,0.651,0.85,8,10,0.000682101296985094,4
chr18,17090,30472673,30472675,0.342,0.573,18,23,0.00926903247149313,5
chr18,17091,30547532,30547534,0.754,0.561,5,19,0.00558047274465001,4
chr18,17092,30548198,30548200,0.763,0.535,25,19,0.0112299580738545,10
chr18,17094,30566085,30566087,0.754,0.486,29,47,0.0306066813092655,8
chr18,17095,30839354,30839356,0.616,0.82,10,13,0.0182533051953526,3
chr18,17096,30845197,30845199,0.808,0.608,15,21,0.00570330718382939,4
chr18,17097,30845952,30845954,0.876,0.663,21,36,0.0585974819635324,8
chr18,17098,30879183,30879185,0.597,0.409,3,5,0.0559183338490062,3
chr18,17099,30882470,30882472,0.752,0.57,6,12,0.0137380499592253,3
chr18,17101,30893007,30893009,0.344,0.548,10,17,0.037928004829917,4
chr18,17103,30912235,30912237,0.555,0.774,30,70,0.0291874281819805,8
chr18,17104,30953036,30953038,0.367,0.582,10,19,0.0075650829389905,3
chr18,17105,30953572,30953574,0.162,0.435,47,32,0.0543855431203914,10
chr18,17106,30978636,30978638,0.733,0.449,21,37,0.0615186279569672,8
chr18,17108,30980653,30980655,0.566,0.359,19,34,0.0184745767651001,5
chr18,17111,31186244,31186246,0.866,0.436,20,56,0.0247547120472162,9
chr18,17112,31234561,31234563,0.743,0.554,42,61,0.0304576864869662,12
chr18,17113,31352622,31352624,0.251,0.02,31,37,0.00757714743928505,10
chr18,17114,31354560,31354562,0.81,0.616,69,100,0.0127302303298781,13
chr18,17116,31419365,31419367,0.812,0.62,9,12,0.00453039547885015,3
chr18,17119,31505441,31505443,0.61,0.882,20,26,0.0260352417208111,5
chr18,17124,31673493,31673495,0.686,0.886,13,36,0.020607570639678,6
chr18,17125,31944878,31944880,0.587,0.821,6,14,0.00335222915408773,3
chr18,17126,31945963,31945965,0.504,0.828,19,21,0.0010898012276177,5
chr18,17127,31946511,31946513,0.614,0.838,7,16,0.00611323024805555,3
chr18,17128,32058907,32058909,0.483,0.295,29,80,0.0685748623679465,9
chr18,17129,32263218,32263220,0.386,0.582,13,22,0.00232019689396334,4
chr18,17130,32279508,32279510,0.701,0.492,28,52,0.025911326821092,9
chr18,17132,32332481,32332483,0.8,0.595,69,80,0.00954300687467147,14
chr18,17133,32427118,32427120,0.472,0.671,37,45,0.0455995978159346,9
chr18,17134,32444970,32444972,0.607,0.857,11,20,0.00245224621062878,4
chr18,17135,32445496,32445498,0.541,0.869,16,19,0.00588930144578526,5
chr18,17136,32446268,32446270,0.657,0.897,17,23,0.0173952097658733,6
chr18,17137,32451277,32451279,0.485,0.699,59,126,0.0835354897953194,19
chr18,17138,32452817,32452819,0.5,0.702,18,22,0.00229433138614188,4
chr18,17139,32490410,32490412,0.783,0.525,73,110,0.131900622656186,22
chr18,17140,32511849,32511851,0.598,0.391,55,88,0.0106760206653432,11
chr18,17141,32565441,32565443,0.647,0.448,9,18,0.212310267372922,3
chr18,17143,32739503,32739505,0.822,0.637,10,16,0.00288793490997785,3
chr18,17147,32792884,32792886,0.835,0.65,15,15,0.0131657346119926,7
chr18,17148,32946533,32946535,0.542,0.76,3,6,0.00464731700813392,3
chr18,17149,32947150,32947152,0.57,0.782,8,17,0.00987725442277365,4
chr18,17150,32968548,32968550,0.918,0.709,52,68,0.00644096911459346,15
chr18,17151,33298449,33298451,0.664,0.868,22,17,0.00389333757790156,5
chr18,17157,33442544,33442546,0.291,0.082,3,9,0.02783538482514,3
chr18,17158,33519466,33519468,0.436,0.639,25,53,0.0040714924467482,9
chr18,17160,33525916,33525918,0.677,0.877,13,26,0.000292194670512114,5
chr18,17180,34591214,34591216,0.89,0.665,17,27,0.00260389334746003,7
chr18,17185,36131527,36131529,0.687,0.89,12,19,0.00378372215328338,5
chr18,17189,36424430,36424432,0.755,0.545,23,45,0.0172847345576561,7
chr18,17190,36597875,36597877,0.813,0.579,11,10,0.222982826537222,4
chr18,17191,36828351,36828353,0.416,0.064,8,14,0.12820348591082,5
chr18,17192,36830362,36830364,0.326,0.119,10,15,0.104014558264316,3
chr18,17194,36910559,36910561,0.485,0.956,5,11,0.000424783511074722,3
chr18,17195,36910934,36910936,0.476,0.892,3,8,0.00200639071858305,3
chr18,17196,37082713,37082715,0.558,0.779,21,14,0.0139234023115954,5
chr18,17198,37476970,37476972,0.591,0.789,12,15,6.83240518632999e-05,4
chr18,17202,37480602,37480604,0.576,0.859,11,12,0.00281403574148353,5
chr18,17203,37481615,37481617,0.575,0.863,11,31,0.000114396889790092,4
chr18,17211,37597741,37597743,0.231,0.507,20,60,0.334894766600134,9
chr18,17212,37819654,37819656,0.928,0.415,10,23,0.0473468721596598,3
chr18,17214,37917631,37917633,0.402,0.647,3,17,0.00384493024919719,3
chr18,17222,38461788,38461790,0.993,0.788,8,11,0.000221882385934014,4
chr18,17228,38906094,38906096,0.432,0.707,10,15,0.197907382611566,4
chr18,17234,39085483,39085485,0.671,0.893,14,19,0.00043880027557397,3
chr18,17240,39528020,39528022,0.632,0.881,19,12,0.00279804334969791,4
chr18,17242,39529825,39529827,0.642,0.943,37,24,0.00171945568362275,7
chr18,17246,39532272,39532274,0.745,0.951,10,20,0.00117707356018348,6
chr18,17248,39824976,39824978,0.862,0.677,17,17,8.54960168473751e-05,3
chr18,17250,39827505,39827507,0.868,0.673,13,11,0.00018850323667563,4
chr18,17253,40122271,40122273,0.845,0.377,12,16,0.480118708822558,7
chr18,17259,40358824,40358826,0.643,0.946,10,16,0.0011595251625518,3
chr18,17261,40585104,40585106,0.66,0.412,12,20,0.087751565323185,4
chr18,17263,40666440,40666442,0.673,0.459,6,8,0.000807806840666947,3
chr18,17268,40787701,40787703,0.807,0.621,9,8,0.00158032392932095,3
chr18,17270,41332308,41332310,0.907,0.706,6,6,0.0322458621026962,3
chr18,17271,41380236,41380238,0.611,0.83,19,27,0.0183635001574575,4
chr18,17272,41381408,41381410,0.456,0.694,58,57,0.0528591031207105,13
chr18,17275,41734176,41734178,0.974,0.771,10,7,0.000206638111245327,3
chr18,17277,41759655,41759657,0.695,0.934,17,11,0.00238062986777765,4
chr18,17278,41760097,41760099,0.699,0.923,4,14,0.00228903145328296,3
chr18,17280,41791669,41791671,0.928,0.742,16,24,0.000754371743338589,4
chr18,17283,42125215,42125217,0.625,0.951,5,6,0.001099427326957,5
chr18,17287,42230353,42230355,0.912,0.664,23,65,0.00204126923328696,9
chr18,17289,42497890,42497892,0.647,0.862,8,12,0.00346795918787124,4
chr18,17290,42833277,42833279,0.536,0.731,8,9,0.0107364764176794,4
chr18,17291,43550869,43550871,0.748,0.556,13,40,0.00780835829662907,6
chr18,17292,43551812,43551814,0.748,0.564,19,75,0.000990795872398031,7
chr18,17293,44141415,44141417,0.366,0.161,14,26,0.141215400546211,4
chr18,17298,44739706,44739708,0.221,0.431,6,20,0.0231605127747007,3
chr18,17299,44775779,44775781,0.918,0.733,16,26,0.0101659394917434,5
chr18,17300,44811633,44811635,0.474,0.707,5,19,0.179176601225212,3
chr18,17301,44935796,44935798,0.863,0.665,13,23,0.00183793984786695,9
chr18,17306,45847089,45847091,0.989,0.802,7,19,0.000677720770586698,4
chr18,17307,45947692,45947694,0.459,0.731,38,56,0.40778876524802,12
chr18,17313,46194260,46194262,0.811,0.623,26,50,0.00552070229434753,10
chr18,17315,46344873,46344875,0.475,0.683,6,15,0.0292675898741665,4
chr18,17317,46561022,46561024,0.693,0.914,8,29,0.00166431568352299,5
chr18,17323,47098735,47098737,0.476,0.698,17,18,0.042091957304254,5
chr18,17325,47319561,47319563,0.773,0.576,6,10,0.0184216343270097,3
chr18,17326,47320207,47320209,0.84,0.653,9,11,0.0102639373400689,3
chr18,17330,47738676,47738678,0.375,0.641,32,69,0.462098732936871,9
chr18,17331,47926358,47926360,0.667,0.453,27,86,0.0596867618354727,11
chr18,17333,48266512,48266514,0.947,0.732,12,17,0.00221613337684146,4
chr18,17334,48348702,48348704,0.778,0.564,17,32,0.00221894828527214,10
chr18,17335,48383301,48383303,0.727,0.453,23,35,0.431908969189149,6
chr18,17338,48416031,48416033,0.718,0.937,10,31,0.00263023614098157,7
chr18,17339,48430330,48430332,0.191,0.412,67,95,0.144644374440275,21
chr18,17340,48452264,48452266,0.65,0.847,12,18,0.0233472254137083,5
chr18,17341,48468374,48468376,0.707,0.505,76,48,0.0660672137811452,13
chr18,17342,48537336,48537338,0.758,0.572,9,25,0.00126562242583284,4
chr18,17343,48596870,48596872,0.802,0.606,15,33,0.00500973953769923,4
chr18,17346,48752036,48752038,0.735,0.936,13,43,0.007720208212046,5
chr18,17347,48816515,48816517,0.911,0.713,12,17,0.00126131620438996,4
chr18,17349,48824522,48824524,0.678,0.879,25,40,0.0105023568975091,6
chr18,17350,48826201,48826203,0.757,0.472,5,14,0.0184836206268437,3
chr18,17351,48828818,48828820,0.519,0.251,16,23,0.214447365161804,6
chr18,17355,48951450,48951452,0.548,0.8,19,24,0.152034485544592,7
chr18,17356,48952344,48952346,0.217,0.434,9,25,0.0521288392825689,3
chr18,17357,49014903,49014905,0.596,0.829,44,40,0.0552355799273326,9
chr18,17362,49223263,49223265,0.718,0.511,33,55,0.124189449500823,10
chr18,17364,49268630,49268632,0.535,0.768,18,46,0.00789142708260182,7
chr18,17367,49438127,49438129,0.808,0.62,15,27,0.0101329267326116,9
chr18,17369,49607179,49607181,0.879,0.623,16,25,0.000839844942509993,7
chr18,17372,49757530,49757532,0.711,0.939,12,38,0.0952703750093392,6
chr18,17373,49850234,49850236,0.627,0.429,31,43,0.0732816397726425,10
chr18,17374,49919040,49919042,0.395,0.655,46,139,0.148762905567656,21
chr18,17375,49941306,49941308,0.463,0.726,9,19,0.0193957994723594,4
chr18,17378,49942731,49942733,0.584,0.787,19,25,0.00610357579774479,3
chr18,17379,49962560,49962562,0.357,0.603,26,34,0.0299723460498554,10
chr18,17381,50068750,50068752,0.55,0.753,7,11,0.00080833175593864,3
chr18,17382,50069692,50069694,0.527,0.776,21,30,0.0084436250654476,7
chr18,17383,50070795,50070797,0.585,0.815,43,67,0.0303039849997776,12
chr18,17385,50097119,50097121,0.399,0.653,13,12,0.0763045477991436,5
chr18,17386,50129073,50129075,0.812,0.6,38,68,0.00935088266338358,12
chr18,17387,50321848,50321850,0.557,0.369,10,15,0.0489644077033052,5
chr18,17388,50323811,50323813,0.459,0.672,30,51,0.0173197832699997,7
chr18,17389,50324444,50324446,0.456,0.659,7,14,0.0120227664454604,3
chr18,17392,50428892,50428894,0.691,0.897,14,21,0.00598844214846106,4
chr18,17398,50788779,50788781,0.471,0.718,8,20,0.0359577761161431,4
chr18,17400,51084251,51084253,0.651,0.418,19,28,0.0432195027298332,7
chr18,17408,51391625,51391627,0.491,0.689,15,24,0.019348472790931,5
chr18,17409,51524655,51524657,0.324,0.536,3,4,0.00566159783986347,3
chr18,17412,51535167,51535169,0.884,0.398,27,44,0.00747096065684172,9
chr18,17414,51546220,51546222,0.734,0.539,18,29,0.000322887553100504,4
chr18,17416,51588833,51588835,0.533,0.81,7,18,0.0448339878339747,4
chr18,17417,51589901,51589903,0.521,0.795,33,36,0.0621650321309208,8
chr18,17421,51708152,51708154,0.601,0.841,103,189,0.0732476607750384,30
chr18,17424,52044534,52044536,0.907,0.583,31,61,0.0163664904308539,10
chr18,17425,52045468,52045470,0.957,0.652,5,12,0.00919382725108153,3
chr18,17426,52050228,52050230,0.492,0.935,19,39,0.306910549689055,9
chr18,17427,52278836,52278838,0.709,0.477,20,40,0.0188753541393672,7
chr18,17428,52279889,52279891,0.779,0.561,10,15,0.0190031752373168,3
chr18,17430,52289739,52289741,0.642,0.878,13,15,0.00270452672344967,4
chr18,17431,52290258,52290260,0.614,0.875,12,21,0.00295311292936939,6
chr18,17432,52292463,52292465,0.509,0.776,29,69,0.0660956320867201,12
chr18,17433,52381542,52381544,0.478,0.258,64,103,0.207433725797292,16
chr18,17434,52424718,52424720,0.537,0.279,20,34,0.527006400247268,8
chr18,17437,52853910,52853912,0.875,0.678,24,59,0.025768777448766,11
chr18,17443,52984684,52984686,0.665,0.873,3,11,0.0017223801794799,3
chr18,17445,53240447,53240449,0.603,0.408,18,21,0.000887469557112164,4
chr18,17447,53249937,53249939,0.461,0.669,16,18,0.0214148953841505,5
chr18,17449,53468793,53468795,0.954,0.737,10,7,0.00534589634996008,5
chr18,17450,53609693,53609695,0.434,0.698,26,57,0.404912375316931,9
chr18,17453,53836950,53836952,0.485,0.757,5,13,0.0160219843970227,3
chr18,17454,53837438,53837440,0.483,0.701,20,20,0.019751399261799,5
chr18,17455,53915117,53915119,0.849,0.633,7,22,0.0895847277741019,7
chr18,17459,54503776,54503778,0.532,0.748,15,12,0.000951302219646455,4
chr18,17461,54505473,54505475,0.63,0.852,10,21,0.0317845199710957,4
chr18,17464,54599084,54599086,0.674,0.903,8,8,0.00173252896058618,6
chr18,17469,55303759,55303761,0.589,0.79,11,19,0.00408306040549156,5
chr18,17471,55798330,55798332,0.69,0.495,10,12,0.140637079695473,3
chr18,17472,56041512,56041514,0.973,0.577,5,10,0.0325434610493007,3
chr18,17476,56332558,56332560,0.626,0.436,15,23,0.167599050724752,4
chr18,17478,56755058,56755060,0.749,0.551,11,18,0.0236278267115911,3
chr18,17479,56841673,56841675,0.893,0.696,29,66,0.0141915091771208,9
chr18,17480,56904412,56904414,0.874,0.676,4,7,0.00324498859344435,3
chr18,17482,56937266,56937268,0.706,0.462,24,44,0.0526008815002889,7
chr18,17484,57050672,57050674,0.847,0.635,21,18,0.243346066242775,4
chr18,17485,57196010,57196012,0.888,0.699,7,21,0.000582964685273191,4
chr18,17486,57267409,57267411,0.483,0.761,38,71,0.0751514739689703,15
chr18,17489,57638477,57638479,0.48,0.295,19,15,0.12452843423268,5
chr18,17490,57873383,57873385,0.7,0.355,5,5,0.16661415034028,3
chr18,17494,58117204,58117206,0.903,0.718,12,42,0.0140053187556786,5
chr18,17496,58324686,58324688,0.705,0.415,12,25,0.334105515606003,5
chr18,17497,58538197,58538199,0.798,0.6,23,34,0.0655587218326975,6
chr18,17500,59087314,59087316,0.536,0.787,7,15,0.119750891206506,3
chr18,17503,59160675,59160677,0.956,0.758,10,7,0.00700051350923825,4
chr18,17505,59246949,59246951,0.555,0.768,13,25,0.0129767551986819,7
chr18,17507,59422361,59422363,0.586,0.92,48,97,0.0115182640973297,21
