#rn6.ensGene.name	rn6.ensGene.chrom	rn6.ensGene.strand	rn6.ensGene.txStart	rn6.ensGene.txEnd	rn6.ensGene.name2	rn6.ensemblToGeneName.value
ENSRNOT00000006369.6	chr6	-	80060915	80107236	ENSRNOG00000004657.6	Sec23a
ENSRNOT00000084611.1	chr6	-	80062702	80102635	ENSRNOG00000004657.6	Sec23a
ENSRNOT00000007600.7	chr6	+	83083739	83438601	ENSRNOG00000005550.7	Lrfn5
ENSRNOT00000059271.5	chr6	+	86713603	86780147	ENSRNOG00000004415.8	Fam179b
ENSRNOT00000005861.6	chr6	+	86713802	86779242	ENSRNOG00000004415.8	Fam179b
ENSRNOT00000091202.1	chr6	-	86879718	86914883	ENSRNOG00000023093.5	Mis18bp1
ENSRNOT00000029411.4	chr6	-	86879870	86924146	ENSRNOG00000023093.5	Mis18bp1
ENSRNOT00000000767.5	chr6	-	88447748	88917070	ENSRNOG00000000618.7	Mdga2
ENSRNOT00000059187.4	chr6	-	91481953	91490366	ENSRNOG00000028155.6	Dnaaf2
ENSRNOT00000006705.5	chr6	-	92136991	92229260	ENSRNOG00000004923.6	Map4k5
ENSRNOT00000009560.2	chr6	-	92660504	92760018	ENSRNOG00000007031.5	Trim9
ENSRNOT00000078791.1	chr6	+	93539270	93651154	ENSRNOG00000054663.1	Tomm20l
ENSRNOT00000050558.6	chr6	+	93563445	93667675	ENSRNOG00000008244.8	LOC690035
ENSRNOT00000011056.7	chr6	+	93563445	93667675	ENSRNOG00000008244.8	LOC690035
ENSRNOT00000006346.7	chr6	-	94849988	94932806	ENSRNOG00000004774.7	Ccdc175
ENSRNOT00000072262.3	chr6	-	94951775	95061174	ENSRNOG00000004794.8	Rtn1
ENSRNOT00000010163.5	chr6	+	96007804	96153330	ENSRNOG00000007267.5	Mnat1
ENSRNOT00000029328.3	chr6	+	96171755	96241096	ENSRNOG00000022622.4	Slc38a6
ENSRNOT00000006729.7	chr6	+	96479429	96676225	ENSRNOG00000004873.7	Prkch
ENSRNOT00000088430.1	chr6	+	97110157	97198899	ENSRNOG00000056012.1	Syt16
ENSRNOT00000088958.1	chr6	+	97334681	97427671	ENSRNOG00000057286.1	AABR07064835.1
ENSRNOT00000013275.4	chr6	-	97872830	98157087	ENSRNOG00000009542.5	Kcnh5
ENSRNOT00000031979.4	chr6	+	98284169	98367756	ENSRNOG00000021919.4	Rhoj
ENSRNOT00000084980.1	chr6	+	98696620	98717896	ENSRNOG00000051551.1	AABR07064867.2
ENSRNOT00000092100.1	chr6	+	98844925	99025187	ENSRNOG00000005323.8	Syne2
ENSRNOT00000007070.8	chr6	+	99081761	99151230	ENSRNOG00000005323.8	Syne2
ENSRNOT00000009028.7	chr6	-	99659650	99783047	ENSRNOG00000006911.7	Sptb
ENSRNOT00000010954.5	chr6	-	99984259	100011388	ENSRNOG00000008049.8	Max
ENSRNOT00000083286.1	chr6	-	99985518	100011226	ENSRNOG00000008049.8	Max
ENSRNOT00000041442.4	chr6	-	99985518	100011226	ENSRNOG00000008049.8	Max
ENSRNOT00000011220.4	chr6	+	100337225	100537224	ENSRNOG00000008451.4	Fut8
ENSRNOT00000012005.5	chr6	+	101923784	102028592	ENSRNOG00000008788.5	Mpp5
ENSRNOT00000092157.1	chr6	+	101923999	102026810	ENSRNOG00000008788.5	Mpp5
ENSRNOT00000014257.7	chr6	+	102215602	102262417	ENSRNOG00000010650.7	Plekhh1
ENSRNOT00000085927.1	chr6	-	102356491	102372611	ENSRNOG00000054770.1	Rdh11
ENSRNOT00000078436.1	chr6	-	102356866	102372385	ENSRNOG00000054770.1	Rdh11
ENSRNOT00000087132.1	chr6	+	102477035	102512505	ENSRNOG00000059245.1	Rad51b
ENSRNOT00000091560.1	chr6	-	103375798	103470427	ENSRNOG00000056756.1	Actn1
ENSRNOT00000079824.1	chr6	-	103375872	103470555	ENSRNOG00000056756.1	Actn1
ENSRNOT00000088795.1	chr6	-	103376556	103470501	ENSRNOG00000056756.1	Actn1
ENSRNOT00000006005.6	chr6	-	103516585	103605256	ENSRNOG00000004556.6	Dcaf5
ENSRNOT00000006460.7	chr6	+	104068546	104250174	ENSRNOG00000004589.7	Galnt16
ENSRNOT00000076485.2	chr6	+	104437158	104530403	ENSRNOG00000045941.3	Susd6
ENSRNOT00000076321.2	chr6	+	104437185	104475088	ENSRNOG00000045941.3	Susd6
ENSRNOT00000076700.1	chr6	+	104437246	104475088	ENSRNOG00000045941.3	Susd6
ENSRNOT00000048606.3	chr6	-	104891375	105097054	ENSRNOG00000029871.4	Slc8a3
ENSRNOT00000009122.6	chr6	-	105224165	105261549	ENSRNOG00000006399.7	Synj2bp
ENSRNOT00000009513.7	chr6	+	105364667	105399500	ENSRNOG00000007254.7	Ttc9
ENSRNOT00000087090.1	chr6	+	105364741	105399490	ENSRNOG00000007254.7	Ttc9
ENSRNOT00000083488.1	chr6	-	105459705	105518748	ENSRNOG00000007271.5	Map3k9
ENSRNOT00000009693.5	chr6	-	105459881	105518725	ENSRNOG00000007271.5	Map3k9
ENSRNOT00000010022.6	chr6	+	105611455	105743404	ENSRNOG00000007459.6	Pcnx
ENSRNOT00000086136.1	chr6	+	106496991	106602139	ENSRNOG00000008082.7	Rgs6
ENSRNOT00000058181.4	chr6	+	106497124	106598668	ENSRNOG00000008082.7	Rgs6
ENSRNOT00000076882.2	chr6	+	107596781	107625214	ENSRNOG00000042333.3	Dnal1
ENSRNOT00000076055.2	chr6	+	107596784	107625214	ENSRNOG00000042333.3	Dnal1
ENSRNOT00000036430.5	chr6	+	107603579	107625192	ENSRNOG00000042333.3	Dnal1
ENSRNOT00000089242.1	chr6	+	108123815	108149344	ENSRNOG00000011376.7	Ccdc176
ENSRNOT00000063900.1	chr6	+	108123854	108149607	ENSRNOG00000011376.7	Ccdc176
ENSRNOT00000031650.4	chr6	-	108393627	108415093	ENSRNOG00000027645.4	Syndig1l
ENSRNOT00000082792.1	chr6	-	108500111	108596569	ENSRNOG00000012094.6	Ltbp2
ENSRNOT00000031331.4	chr6	-	108500113	108596446	ENSRNOG00000012094.6	Ltbp2
ENSRNOT00000077458.1	chr6	-	108500118	108596446	ENSRNOG00000012094.6	Ltbp2
ENSRNOT00000006240.6	chr6	-	108635219	108660063	ENSRNOG00000004382.6	Arel1
ENSRNOT00000086545.1	chr6	-	108637368	108796124	ENSRNOG00000004382.6	Arel1
ENSRNOT00000010512.6	chr6	-	109169740	109205004	ENSRNOG00000007901.6	Tmed10
ENSRNOT00000088059.1	chr6	+	109312216	109315245	ENSRNOG00000057609.1	AABR07065091.1
ENSRNOT00000011563.7	chr6	+	109562586	109584545	ENSRNOG00000008588.7	Batf
ENSRNOT00000012895.7	chr6	+	109710780	109879607	ENSRNOG00000009318.7	Ttll5
ENSRNOT00000013560.4	chr6	+	109939344	110016644	ENSRNOG00000010194.5	Ift43
ENSRNOT00000084348.1	chr6	+	110749704	110776775	ENSRNOG00000052456.1	Lrrc74a
ENSRNOT00000079373.1	chr6	-	111271239	111295994	ENSRNOG00000049223.2	Vipas39
ENSRNOT00000073428.2	chr6	-	111271282	111295917	ENSRNOG00000049223.2	Vipas39
ENSRNOT00000016324.6	chr6	-	111339135	111417813	ENSRNOG00000012210.6	Sptlc2
ENSRNOT00000085458.1	chr6	-	111342023	111417954	ENSRNOG00000012210.6	Sptlc2
ENSRNOT00000087462.1	chr6	+	111534547	111542338	ENSRNOG00000053311.1	AABR07065139.1
ENSRNOT00000016962.5	chr6	+	111642410	111740481	ENSRNOG00000012685.5	Adck1
ENSRNOT00000064872.3	chr6	+	113898419	114067055	ENSRNOG00000047574.2	Nrxn3
ENSRNOT00000076887.2	chr6	-	114759473	114966751	ENSRNOG00000003908.8	Rn60_6_1241.2
ENSRNOT00000076831.2	chr6	-	114760331	115001703	ENSRNOG00000003908.8	Rn60_6_1241.2
ENSRNOT00000057756.4	chr6	-	114760439	115141057	ENSRNOG00000003908.8	Rn60_6_1241.2
ENSRNOT00000076546.1	chr6	-	115018697	115157854	ENSRNOG00000003908.8	Rn60_6_1241.2
ENSRNOT00000005671.4	chr6	+	115170864	115306871	ENSRNOG00000003972.6	Tshr
ENSRNOT00000005881.4	chr6	-	115399325	115513354	ENSRNOG00000004458.4	Ston2
ENSRNOT00000045870.5	chr6	-	115572648	115616859	ENSRNOG00000004464.7	Sel1l
ENSRNOT00000006143.6	chr6	-	115576575	115616766	ENSRNOG00000004464.7	Sel1l
ENSRNOT00000005175.4	chr6	-	122419045	122545899	ENSRNOG00000003813.4	Kcnk10
ENSRNOT00000057601.5	chr6	-	122770054	122897997	ENSRNOG00000004207.8	Eml5
ENSRNOT00000068595.2	chr6	+	122920316	122974522	ENSRNOG00000004542.7	Ttc8
ENSRNOT00000082856.1	chr6	+	122920338	122974519	ENSRNOG00000004542.7	Ttc8
ENSRNOT00000006604.6	chr6	-	123187725	123577695	ENSRNOG00000004709.6	Foxn3
ENSRNOT00000083665.1	chr6	-	123189600	123405246	ENSRNOG00000004709.6	Foxn3
ENSRNOT00000082444.1	chr6	-	123743063	123894826	ENSRNOG00000053317.1	Efcab11
ENSRNOT00000075794.2	chr6	+	123974797	124077197	ENSRNOG00000047363.2	Kcnk13
ENSRNOT00000005329.6	chr6	+	124123227	124135658	ENSRNOG00000003951.6	Psmc1
ENSRNOT00000037902.6	chr6	-	124316444	124429701	ENSRNOG00000027300.6	Ttc7b
ENSRNOT00000080950.1	chr6	-	124317277	124429701	ENSRNOG00000027300.6	Ttc7b
ENSRNOT00000064716.2	chr6	-	124557912	124735741	ENSRNOG00000004362.7	Rps6ka5
ENSRNOT00000091693.1	chr6	-	124560658	124735778	ENSRNOG00000004362.7	Rps6ka5
ENSRNOT00000005908.8	chr6	-	124905807	125027553	ENSRNOG00000004482.8	Ccdc88c
ENSRNOT00000034961.6	chr6	-	125040802	125060482	ENSRNOG00000027773.6	Smek1
ENSRNOT00000088112.1	chr6	-	125276632	125306561	ENSRNOG00000061041.1	AABR07065387.1
ENSRNOT00000006371.7	chr6	-	125437774	125590049	ENSRNOG00000004754.7	Tc2n
ENSRNOT00000007004.7	chr6	-	125644803	125723944	ENSRNOG00000050539.2	Fbln5
ENSRNOT00000084815.1	chr6	-	125645600	125723732	ENSRNOG00000050539.2	Fbln5
ENSRNOT00000089840.1	chr6	+	126018840	126153437	ENSRNOG00000006729.7	Slc24a4
ENSRNOT00000088089.1	chr6	+	126018855	126153836	ENSRNOG00000006729.7	Slc24a4
ENSRNOT00000008886.6	chr6	+	126040630	126153867	ENSRNOG00000006729.7	Slc24a4
ENSRNOT00000065246.2	chr6	+	126170719	126279682	ENSRNOG00000007062.7	Rin3
ENSRNOT00000077477.1	chr6	+	126170910	126279561	ENSRNOG00000007062.7	Rin3
ENSRNOT00000010385.5	chr6	+	126353222	126378610	ENSRNOG00000007699.5	Golga5
ENSRNOT00000010656.7	chr6	-	126450138	126582034	ENSRNOG00000008051.7	Itpk1
ENSRNOT00000080829.1	chr6	-	126450310	126582134	ENSRNOG00000008051.7	Itpk1
ENSRNOT00000087429.1	chr6	+	127400584	127497280	ENSRNOG00000054052.1	Ppp4r4
ENSRNOT00000012500.7	chr6	-	127523905	127534247	ENSRNOG00000009438.7	Serpina6
ENSRNOT00000012861.4	chr6	-	127662812	127679951	ENSRNOG00000042391.1	Serpina9
ENSRNOT00000082680.1	chr6	+	127946685	128080217	ENSRNOG00000010478.7	LOC299282
ENSRNOT00000078064.1	chr6	+	128046779	128062238	ENSRNOG00000010478.7	LOC299282
ENSRNOT00000084685.1	chr6	+	128048098	128080889	ENSRNOG00000010478.7	LOC299282
ENSRNOT00000077517.1	chr6	+	128050249	128080220	ENSRNOG00000010478.7	LOC299282
ENSRNOT00000013961.6	chr6	+	128050310	128062241	ENSRNOG00000010478.7	LOC299282
ENSRNOT00000082152.1	chr6	-	128657879	128727374	ENSRNOG00000005287.7	Syne3
ENSRNOT00000006131.6	chr6	-	129449448	129509720	ENSRNOG00000004519.6	Atg2b
ENSRNOT00000064957.3	chr6	+	129609073	129661531	ENSRNOG00000004827.7	Papola
ENSRNOT00000083732.1	chr6	+	129609374	129660107	ENSRNOG00000004827.7	Papola
ENSRNOT00000091338.1	chr6	+	129621069	129634267	ENSRNOG00000004827.7	Papola
ENSRNOT00000036035.4	chr6	+	129835918	129902793	ENSRNOG00000005274.6	Vrk1
ENSRNOT00000084057.1	chr6	-	131834096	131926272	ENSRNOG00000005776.7	Bcl11b
ENSRNOT00000088421.1	chr6	-	131834096	131926272	ENSRNOG00000005776.7	Bcl11b
ENSRNOT00000007602.5	chr6	-	131836673	131914028	ENSRNOG00000005776.7	Bcl11b
ENSRNOT00000081088.1	chr6	+	132242327	132273787	ENSRNOG00000007147.6	Cyp46a1
ENSRNOT00000009896.6	chr6	+	132246601	132273787	ENSRNOG00000007147.6	Cyp46a1
ENSRNOT00000080230.1	chr6	+	132510756	132589928	ENSRNOG00000014476.6	Evl
ENSRNOT00000006128.5	chr6	-	132771020	132797675	ENSRNOG00000004359.7	Wars
ENSRNOT00000050350.5	chr6	-	132771027	132802210	ENSRNOG00000004359.7	Wars
ENSRNOT00000080163.1	chr6	-	132773144	132802206	ENSRNOG00000004359.7	Wars
ENSRNOT00000006281.6	chr6	+	132805793	132932242	ENSRNOG00000004733.6	Wdr25
ENSRNOT00000006339.6	chr6	+	133552820	133583498	ENSRNOG00000019584.6	Dlk1
ENSRNOT00000086143.1	chr6	+	134804140	134937032	ENSRNOG00000004973.7	Ppp2r5c
ENSRNOT00000007595.7	chr6	+	134844675	134939358	ENSRNOG00000004973.7	Ppp2r5c
ENSRNOT00000073950.3	chr6	+	134958853	135085769	ENSRNOG00000006178.8	Dync1h1
ENSRNOT00000009377.7	chr6	+	134958972	135022584	ENSRNOG00000006178.8	Dync1h1
ENSRNOT00000030864.6	chr6	+	135313007	135402814	ENSRNOG00000021904.6	Tecpr2
ENSRNOT00000010676.6	chr6	+	135513649	135548201	ENSRNOG00000008067.6	Rcor1
ENSRNOT00000010906.6	chr6	+	135610742	135718564	ENSRNOG00000008145.7	Traf3
ENSRNOT00000039059.3	chr6	-	135746753	135830086	ENSRNOG00000009675.5	Cdc42bpb
ENSRNOT00000080623.1	chr6	-	135747739	135829953	ENSRNOG00000009675.5	Cdc42bpb
ENSRNOT00000014395.4	chr6	+	136041776	136129409	ENSRNOG00000010330.7	Mark3
ENSRNOT00000088784.1	chr6	+	136042137	136129182	ENSRNOG00000010330.7	Mark3
ENSRNOT00000080304.1	chr6	+	136050421	136129661	ENSRNOG00000010330.7	Mark3
ENSRNOT00000078211.1	chr6	+	136150784	136250752	ENSRNOG00000011398.4	Trmt61a
ENSRNOT00000085594.1	chr6	-	136182005	136185651	ENSRNOG00000058841.1	AABR07065593.2
ENSRNOT00000086594.1	chr6	+	136536735	136649859	ENSRNOG00000053631.1	Tdrd9
ENSRNOT00000031164.3	chr6	-	137218375	137236258	ENSRNOG00000028629.3	Akt1
ENSRNOT00000006912.7	chr6	-	138066830	138249391	ENSRNOG00000034190.6	Ighm
ENSRNOT00000056845.4	chr6	-	138239307	138321002	ENSRNOG00000034190.6	Ighm
ENSRNOT00000086423.1	chr6	-	139012966	139102378	ENSRNOG00000053719.1	AABR07065656.5
ENSRNOT00000077113.1	chr6	-	139783838	139911839	ENSRNOG00000059121.1	AABR07065714.1
ENSRNOT00000074706.2	chr6	-	142791765	142880382	ENSRNOG00000050561.2	n/a
ENSRNOT00000091884.1	chr6	+	143901279	143917575	ENSRNOG00000004268.7	Zfp386
ENSRNOT00000006582.7	chr6	+	144156174	144245545	ENSRNOG00000032391.5	Esyt2
ENSRNOT00000035255.5	chr6	+	144291973	144363947	ENSRNOG00000004968.7	Ncapg2
ENSRNOT00000007112.5	chr6	+	145546594	145625236	ENSRNOG00000005271.5	Rapgef5
ENSRNOT00000007233.6	chr6	-	145785274	146099053	ENSRNOG00000005451.6	Dnah11
ENSRNOT00000007625.5	chr6	-	146135876	146195819	ENSRNOG00000005472.5	Sp4
ENSRNOT00000056654.4	chr6	+	147315327	147394269	ENSRNOG00000037436.4	Macc1
ENSRNOT00000078708.1	chr6	+	74133	75842	ENSRNOG00000061521.1	AABR07062615.1
ENSRNOT00000082071.1	chr6	-	963906	1003905	ENSRNOG00000004577.7	Fez2
ENSRNOT00000042735.4	chr6	-	964550	1004001	ENSRNOG00000004577.7	Fez2
ENSRNOT00000087435.1	chr6	+	980272	980445	ENSRNOG00000055806.1	U2
ENSRNOT00000035905.5	chr6	-	1330313	1410339	ENSRNOG00000025926.5	Heatr5b
ENSRNOT00000034919.5	chr6	+	1410506	1423041	ENSRNOG00000025317.5	Gpatch11
ENSRNOT00000075000.1	chr6	-	1468082	1493670	ENSRNOG00000049335.1	Sult6b1
ENSRNOT00000062031.1	chr6	+	1516157	1517618	ENSRNOG00000040303.1	Cebpzos
ENSRNOT00000006824.5	chr6	-	1516803	1534488	ENSRNOG00000005087.5	Cebpz
ENSRNOT00000007000.4	chr6	+	1534593	1545828	ENSRNOG00000005279.4	Ndufaf7
ENSRNOT00000049672.4	chr6	+	1657330	1689559	ENSRNOG00000005705.7	Qpct
ENSRNOT00000079864.1	chr6	+	1657331	1689123	ENSRNOG00000005705.7	Qpct
ENSRNOT00000048711.4	chr6	-	1922499	1942972	ENSRNOG00000032136.4	Cdc42ep3
ENSRNOT00000084171.1	chr6	-	2307807	2311781	ENSRNOG00000040287.4	Cyp1b1
ENSRNOT00000082017.1	chr6	-	2310987	2316717	ENSRNOG00000040287.4	Cyp1b1
ENSRNOT00000066363.3	chr6	-	2314927	2316722	ENSRNOG00000040287.4	Cyp1b1
ENSRNOT00000088290.1	chr6	+	2398846	2400161	ENSRNOG00000056230.1	AABR07062664.1
ENSRNOT00000077476.1	chr6	-	2523194	2535701	ENSRNOG00000053605.1	AABR07062670.1
ENSRNOT00000020833.4	chr6	-	2556851	2557644	ENSRNOG00000015559.4	Rn60_6_0026.1
ENSRNOT00000077543.1	chr6	+	2568989	2609370	ENSRNOG00000006523.7	Atl2
ENSRNOT00000091063.1	chr6	+	2569001	2594799	ENSRNOG00000006523.7	Atl2
ENSRNOT00000084673.1	chr6	+	2569012	2609372	ENSRNOG00000006523.7	Atl2
ENSRNOT00000008988.4	chr6	+	2569012	2610437	ENSRNOG00000006523.7	Atl2
ENSRNOT00000082812.1	chr6	-	2660264	2660987	ENSRNOG00000054436.1	AABR07062672.1
ENSRNOT00000009175.6	chr6	-	2699960	2729394	ENSRNOG00000006929.6	Hnrnpll
ENSRNOT00000088494.1	chr6	+	2703695	2703792	ENSRNOG00000052770.1	U6
ENSRNOT00000090681.1	chr6	+	2781398	2781502	ENSRNOG00000060583.1	U6
ENSRNOT00000009221.6	chr6	+	2808840	2860744	ENSRNOG00000007023.6	Galm
ENSRNOT00000088382.1	chr6	-	2876355	2876584	ENSRNOG00000054908.1	7SK
ENSRNOT00000023114.6	chr6	+	2886763	2895118	ENSRNOG00000027343.5	Ttc39d
ENSRNOT00000037739.2	chr6	+	2907144	2911559	ENSRNOG00000027332.2	Gemin6
ENSRNOT00000090688.1	chr6	-	2921298	2961510	ENSRNOG00000054272.1	Dhx57
ENSRNOT00000047356.2	chr6	+	2969332	2974418	ENSRNOG00000030319.2	Morn2
ENSRNOT00000061975.1	chr6	-	3234089	3254779	ENSRNOG00000040266.2	Cdkl4
ENSRNOT00000084602.1	chr6	-	3278072	3355339	ENSRNOG00000007172.7	Map4k3
ENSRNOT00000045349.2	chr6	+	3375475	3375805	ENSRNOG00000033125.2	LOC102551744
ENSRNOT00000089136.1	chr6	+	3411517	3417039	ENSRNOG00000052732.1	AABR07062694.1
ENSRNOT00000082960.1	chr6	-	3512939	3513099	ENSRNOG00000061417.1	U1
ENSRNOT00000087891.1	chr6	-	3743073	3794489	ENSRNOG00000008291.7	Thumpd2
ENSRNOT00000011000.5	chr6	-	3743079	3794501	ENSRNOG00000008291.7	Thumpd2
ENSRNOT00000084499.1	chr6	-	3743083	3794501	ENSRNOG00000008291.7	Thumpd2
ENSRNOT00000071474.1	chr6	+	4378072	4378173	ENSRNOG00000050879.1	AABR07062708.1
ENSRNOT00000077108.1	chr6	+	4557220	4557363	ENSRNOG00000061281.1	U4
ENSRNOT00000087571.1	chr6	+	5216216	5216348	ENSRNOG00000055656.1	SNORA17
ENSRNOT00000077464.1	chr6	+	5646339	5646502	ENSRNOG00000053080.1	U1
ENSRNOT00000083431.1	chr6	+	6068208	6074030	ENSRNOG00000055921.1	AABR07062751.1
ENSRNOT00000005562.4	chr6	+	6180032	6180793	ENSRNOG00000004199.4	AABR07062753.1
ENSRNOT00000086845.1	chr6	-	6221565	6221678	ENSRNOG00000061364.1	U6
ENSRNOT00000086518.1	chr6	+	6385822	6391852	ENSRNOG00000054819.1	AABR07062756.1
ENSRNOT00000005664.6	chr6	+	6427656	6436974	ENSRNOG00000004205.6	Pkdcc
ENSRNOT00000083746.1	chr6	+	6498419	6499422	ENSRNOG00000056625.1	AABR07062758.1
ENSRNOT00000042307.4	chr6	+	6619075	6674529	ENSRNOG00000030294.5	Eml4
ENSRNOT00000080013.1	chr6	+	6619080	6674554	ENSRNOG00000030294.5	Eml4
ENSRNOT00000065464.2	chr6	-	6695826	6709783	ENSRNOG00000004526.7	Cox7a2l
ENSRNOT00000085861.1	chr6	+	7035965	7036226	ENSRNOG00000051824.1	AABR07062766.1
ENSRNOT00000045996.2	chr6	-	7045151	7058314	ENSRNOG00000031263.3	Haao
ENSRNOT00000072112.1	chr6	+	7157012	7157120	ENSRNOG00000047701.1	5S_rRNA
ENSRNOT00000087647.1	chr6	-	7180631	7182143	ENSRNOG00000054134.1	AABR07062769.1
ENSRNOT00000084160.1	chr6	-	7394804	7416311	ENSRNOG00000054672.1	AABR07062775.1
ENSRNOT00000006725.5	chr6	-	7417424	7421456	ENSRNOG00000005067.5	LOC100911319
ENSRNOT00000082507.1	chr6	+	7899183	7899286	ENSRNOG00000061418.1	U6
ENSRNOT00000006953.6	chr6	+	7900971	7933796	ENSRNOG00000005151.7	Dync2li1
ENSRNOT00000068030.2	chr6	+	7901017	7933793	ENSRNOG00000005151.7	Dync2li1
ENSRNOT00000007174.2	chr6	-	7935770	7961207	ENSRNOG00000005250.2	Abcg5
ENSRNOT00000007638.7	chr6	+	7961412	7980708	ENSRNOG00000005420.8	Abcg8
ENSRNOT00000061871.5	chr6	+	7961522	7978008	ENSRNOG00000005420.8	Abcg8
ENSRNOT00000077392.1	chr6	-	8175585	8201898	ENSRNOG00000054592.1	AC111831.1
ENSRNOT00000009581.4	chr6	+	8284877	8318674	ENSRNOG00000007006.4	Slc3a1
ENSRNOT00000082353.1	chr6	-	8318978	8344897	ENSRNOG00000007326.8	Prepl
ENSRNOT00000061826.3	chr6	-	8319057	8346197	ENSRNOG00000007326.8	Prepl
ENSRNOT00000009660.6	chr6	-	8319174	8344574	ENSRNOG00000007326.8	Prepl
ENSRNOT00000092218.1	chr6	+	8346703	8353669	ENSRNOG00000060905.1	AC111831.2
ENSRNOT00000090585.1	chr6	+	8351851	8351958	ENSRNOG00000061723.1	U6
ENSRNOT00000079065.1	chr6	-	8579195	8579302	ENSRNOG00000061568.1	U6
ENSRNOT00000074611.2	chr6	+	8601078	8601227	ENSRNOG00000045939.2	AABR07062791.1
ENSRNOT00000048550.3	chr6	+	8669721	8729771	ENSRNOG00000030629.3	Camkmt
ENSRNOT00000091510.1	chr6	+	8886590	8889731	ENSRNOG00000057031.1	Six3
ENSRNOT00000089174.1	chr6	+	8886729	8889925	ENSRNOG00000057031.1	Six3
ENSRNOT00000079027.1	chr6	-	8952571	8956276	ENSRNOG00000058827.1	Six2
ENSRNOT00000089272.1	chr6	+	9483593	9491667	ENSRNOG00000060463.1	AABR07062799.2
ENSRNOT00000071626.1	chr6	-	9521061	9521167	ENSRNOG00000045715.1	AABR07062799.1
ENSRNOT00000079649.1	chr6	-	9626111	9635740	ENSRNOG00000054861.1	AABR07062800.1
ENSRNOT00000084969.1	chr6	-	10278684	10293630	ENSRNOG00000058659.1	AABR07062812.1
ENSRNOT00000020845.5	chr6	-	10511451	10515370	ENSRNOG00000015566.5	Atp6v1e2
ENSRNOT00000020822.6	chr6	+	10533150	10568581	ENSRNOG00000015415.6	Rhoq
ENSRNOT00000020600.5	chr6	-	10568613	10592454	ENSRNOG00000015325.5	Pigf
ENSRNOT00000020534.6	chr6	+	10594121	10602085	ENSRNOG00000015215.6	Cript
ENSRNOT00000040329.5	chr6	+	10642699	10644676	ENSRNOG00000030058.5	LOC100359600
ENSRNOT00000020337.4	chr6	+	10674370	10704977	ENSRNOG00000028504.3	Socs5
ENSRNOT00000081006.1	chr6	-	10765732	10767242	ENSRNOG00000056860.1	AABR07062823.1
ENSRNOT00000089104.1	chr6	-	10887287	10899200	ENSRNOG00000015059.5	Mcfd2
ENSRNOT00000020328.5	chr6	-	10889068	10891146	ENSRNOG00000015059.5	Mcfd2
ENSRNOT00000092059.1	chr6	-	10897030	10897316	ENSRNOG00000061808.1	7SK
ENSRNOT00000073156.1	chr6	+	10992690	10992804	ENSRNOG00000050479.1	Mir3558
ENSRNOT00000086010.1	chr6	-	11022033	11063073	ENSRNOG00000040136.3	LOC681766
ENSRNOT00000061746.2	chr6	-	11022072	11063092	ENSRNOG00000040136.3	LOC681766
ENSRNOT00000080634.1	chr6	-	11086842	11086976	ENSRNOG00000054705.1	SNORA17
ENSRNOT00000078134.1	chr6	+	11088804	11088871	ENSRNOG00000051923.1	SNORD113
ENSRNOT00000084382.1	chr6	+	11093413	11095246	ENSRNOG00000053723.1	AABR07062833.1
ENSRNOT00000021135.5	chr6	-	11282215	11298180	ENSRNOG00000015667.5	Epcam
ENSRNOT00000083092.1	chr6	+	11304911	11305022	ENSRNOG00000052829.1	U5
ENSRNOT00000021923.7	chr6	+	11644577	11662499	ENSRNOG00000016134.7	Msh6
ENSRNOT00000052280.4	chr6	-	11859629	11860001	ENSRNOG00000031564.4	AABR07062859.1
ENSRNOT00000071657.1	chr6	-	11932695	11932793	ENSRNOG00000048551.1	AABR07062860.1
ENSRNOT00000089684.1	chr6	-	12053962	12054059	ENSRNOG00000055725.1	U6
ENSRNOT00000022370.6	chr6	+	12362812	12379783	ENSRNOG00000016688.6	Ston1
ENSRNOT00000022481.7	chr6	-	12493942	12554439	ENSRNOG00000016712.8	Lhcgr
ENSRNOT00000090924.1	chr6	-	12714269	12717028	ENSRNOG00000057197.1	AABR07062885.2
ENSRNOT00000077939.1	chr6	+	12717154	12718666	ENSRNOG00000053520.1	AABR07062885.1
ENSRNOT00000061631.2	chr6	+	14350016	14350621	ENSRNOG00000040076.2	AABR07062912.1
ENSRNOT00000077527.1	chr6	+	14598246	14606197	ENSRNOG00000056572.1	AABR07062915.1
ENSRNOT00000087813.1	chr6	+	15190485	15190630	ENSRNOG00000052333.1	AABR07062920.1
ENSRNOT00000072498.1	chr6	+	15413024	15413139	ENSRNOG00000050267.1	AABR07062924.1
ENSRNOT00000074761.1	chr6	+	15423843	15423958	ENSRNOG00000049369.1	AABR07062925.1
ENSRNOT00000050986.4	chr6	+	17758764	17760327	ENSRNOG00000031342.4	AABR07063082.1
ENSRNOT00000090550.1	chr6	-	17856450	17856628	ENSRNOG00000055720.1	AABR07063090.1
ENSRNOT00000003371.7	chr6	-	18708777	18709551	ENSRNOG00000002495.7	AABR07063126.1
ENSRNOT00000062057.4	chr6	+	18821814	18839409	ENSRNOG00000002516.7	Mtm1
ENSRNOT00000084222.1	chr6	+	18877906	18949119	ENSRNOG00000024525.6	Alkbh8
ENSRNOT00000003432.6	chr6	+	18880736	18949393	ENSRNOG00000024525.6	Alkbh8
ENSRNOT00000078691.1	chr6	+	18956386	18956462	ENSRNOG00000056685.1	U6
