chr,bin,start,end,mean_female,mean_male,female_cov,male_cov,num_cpg
chr19,15333,2398097,2398099,0.544,0.754,9,45,6
chr19,15336,2489851,2489853,0.883,0.65,7,15,3
chr19,15337,2605825,2605827,0.606,0.375,4,12,3
chr19,15341,4202267,4202269,0.704,0.915,25,44,6
chr19,15342,4202996,4202998,0.67,0.893,81,84,16
chr19,15345,4967999,4968001,0.692,0.896,8,12,3
chr19,15349,5027566,5027568,0.761,0.948,9,40,3
chr19,15350,5530523,5530525,0.568,0.757,11,17,5
chr19,15351,5534724,5534726,0.918,0.706,8,32,6
chr19,15356,6034877,6034879,0.448,0.658,19,65,8
chr19,15357,6107116,6107118,0.496,0.683,12,20,4
chr19,15358,6145432,6145434,0.789,0.585,12,29,4
chr19,15362,7664553,7664555,0.87,0.663,8,24,4
chr19,15364,7711519,7711521,0.708,0.91,9,7,3
chr19,15366,7712571,7712573,0.636,0.896,5,8,4
chr19,15367,7713251,7713253,0.638,0.889,5,31,4
chr19,15369,8272458,8272460,0.644,0.848,18,35,5
chr19,15370,8275050,8275052,0.582,0.857,14,34,4
chr19,15371,8339026,8339028,0.573,0.778,13,31,6
chr19,15372,8395361,8395363,0.727,0.944,6,5,3
chr19,15374,8397035,8397037,0.733,0.945,5,17,3
chr19,15375,8551333,8551335,0.978,0.736,10,25,5
chr19,15381,9262597,9262599,0.924,0.667,5,7,3
chr19,15383,9540624,9540626,0.836,0.602,10,37,8
chr19,15384,9555194,9555196,0.63,0.854,38,79,8
chr19,15385,9556119,9556121,0.298,0.502,55,118,16
chr19,15388,9639222,9639224,0.58,0.785,22,67,8
chr19,15389,9766332,9766334,0.301,0.551,13,25,4
chr19,15390,9842565,9842567,0.662,0.422,15,31,5
chr19,15392,9971643,9971645,0.892,0.626,7,20,4
chr19,15393,9973125,9973127,0.596,0.38,11,26,3
chr19,15394,10023501,10023503,0.421,0.721,13,20,6
chr19,15395,10029172,10029174,0.754,0.537,14,53,4
chr19,15398,10306466,10306468,0.516,0.783,13,23,3
chr19,15399,10506909,10506911,0.715,0.5,41,108,12
chr19,15400,10513827,10513829,0.406,0.596,17,27,4
chr19,15401,10551590,10551592,0.524,0.745,18,31,6
chr19,15402,10562774,10562776,0.839,0.532,6,18,4
chr19,15403,10580235,10580237,0.604,0.837,15,16,4
chr19,15404,10580734,10580736,0.045,0.371,14,30,4
chr19,15406,10828276,10828278,0.709,0.379,10,27,8
chr19,15407,10879488,10879490,0.444,0.717,97,219,26
chr19,15408,11000188,11000190,0.731,0.954,8,26,3
chr19,15410,11214832,11214834,0.676,0.872,20,34,5
chr19,15413,11264957,11264959,0.573,0.767,13,8,3
chr19,15414,11307557,11307559,0.515,0.785,13,26,3
chr19,15415,11313013,11313015,0.575,0.36,9,10,4
chr19,15417,11475035,11475037,0.567,0.794,9,30,5
chr19,15418,11494972,11494974,0.671,0.397,31,81,9
chr19,15422,11889115,11889117,0.646,0.384,31,83,9
chr19,15425,12223553,12223555,0.892,0.588,14,21,4
chr19,15429,12940976,12940978,0.516,0.733,24,64,11
chr19,15430,13250186,13250188,0.698,0.886,4,28,3
chr19,15431,13250911,13250913,0.655,0.856,12,29,5
chr19,15433,13303573,13303575,0.773,0.545,7,28,5
chr19,15434,14271526,14271528,0.706,0.895,3,12,3
chr19,15436,14439261,14439263,0.53,0.768,13,45,4
chr19,15437,14439968,14439970,0.11,0.426,28,50,9
chr19,15441,14629417,14629419,0.6,0.808,41,35,16
chr19,15442,14672132,14672134,0.538,0.861,7,15,4
chr19,15443,14672873,14672875,0.447,0.836,9,28,7
chr19,15452,15163892,15163894,0.619,0.825,10,27,6
chr19,15453,15164614,15164616,0.565,0.818,12,21,4
chr19,15454,15165468,15165470,0.537,0.814,6,35,4
chr19,15456,15166948,15166950,0.622,0.824,9,16,3
chr19,15459,15541112,15541114,0.693,0.374,30,56,10
chr19,15460,15734408,15734410,0.22,0.489,20,56,8
chr19,15461,15800548,15800550,0.373,0.769,11,24,4
chr19,15465,15919886,15919888,0.419,0.213,36,102,9
chr19,15466,16025362,16025364,0.574,0.784,15,34,5
chr19,15467,16081058,16081060,0.895,0.655,15,9,4
chr19,15469,16121142,16121144,0.481,0.694,34,44,6
chr19,15470,16205487,16205489,0.59,0.796,16,29,4
chr19,15471,16310119,16310121,0.784,0.531,41,99,15
chr19,15472,16532052,16532054,0.674,0.873,20,101,7
chr19,15473,16533326,16533328,0.634,0.843,12,31,3
chr19,15474,16868459,16868461,0.759,0.546,68,125,12
chr19,15475,16929851,16929853,0.525,0.717,27,38,6
chr19,15476,17060679,17060681,0.587,0.371,22,78,8
chr19,15479,17895605,17895607,0.711,0.498,28,55,10
chr19,15480,17932711,17932713,0.632,0.847,19,52,7
chr19,15481,17935205,17935207,0.549,0.927,18,69,5
chr19,15484,18025614,18025616,0.713,0.927,12,20,3
chr19,15485,18026317,18026319,0.679,0.89,7,4,3
chr19,15486,18081521,18081523,0.324,0.538,17,51,9
chr19,15491,18188062,18188064,0.587,0.827,13,38,9
chr19,15496,18641713,18641715,0.61,0.814,43,106,16
chr19,15498,19023047,19023049,0.533,0.805,19,28,5
chr19,15499,19191475,19191477,0.609,0.845,22,59,5
chr19,15504,19594589,19594591,0.574,0.368,34,93,14
chr19,15509,20076977,20076979,0.585,0.813,14,18,3
chr19,15511,20088599,20088601,0.563,0.273,11,25,3
chr19,15513,20271611,20271613,0.641,0.417,25,78,9
chr19,15514,20287969,20287971,0.816,0.561,31,90,10
chr19,15515,20348826,20348828,0.86,0.594,101,289,28
chr19,15516,20365660,20365662,0.428,0.662,93,176,18
chr19,15517,20407752,20407754,0.467,0.72,15,52,6
chr19,15519,20706043,20706045,0.784,0.572,11,27,5
chr19,15520,20737999,20738001,0.707,0.482,21,49,6
chr19,15522,20881913,20881915,0.505,0.734,17,21,3
chr19,15523,20973691,20973693,0.578,0.764,16,75,9
chr19,15524,21072508,21072510,0.701,0.889,15,20,7
chr19,15526,21226020,21226022,0.651,0.896,23,42,9
chr19,15529,21316280,21316282,0.578,0.796,5,16,3
chr19,15530,21420899,21420901,0.636,0.826,20,44,7
chr19,15531,21451886,21451888,0.976,0.666,3,6,3
chr19,15537,21568979,21568981,0.4,0.591,41,124,10
chr19,15538,21749927,21749929,0.352,0.585,12,25,6
chr19,15540,21751188,21751190,0.536,0.898,5,14,5
chr19,15541,21850616,21850618,0.724,0.502,30,76,9
chr19,15542,21952684,21952686,0.524,0.313,22,67,9
chr19,15544,22415855,22415857,0.467,0.681,11,17,3
chr19,15546,22600336,22600338,0.856,0.634,11,35,5
chr19,15547,22632576,22632578,0.569,0.463,30,89,9
chr19,15549,22832707,22832709,0.628,0.404,11,30,3
chr19,15551,22886023,22886025,0.396,0.603,12,25,4
chr19,15552,22886466,22886468,0.403,0.629,14,56,7
chr19,15553,22915606,22915608,0.571,0.83,17,30,5
chr19,15554,22916778,22916780,0.549,0.785,36,61,8
chr19,15555,23040465,23040467,0.309,0.506,5,16,3
chr19,15556,23041411,23041413,0.537,0.878,9,24,3
chr19,15558,23105581,23105583,0.667,0.436,56,129,15
chr19,15560,23127880,23127882,0.548,0.764,26,83,8
chr19,15561,23155173,23155175,0.633,0.865,14,35,3
chr19,15562,23182017,23182019,0.708,0.901,16,33,3
chr19,15563,23341699,23341701,0.924,0.719,17,57,5
chr19,15564,23383695,23383697,0.528,0.303,8,20,6
chr19,15565,23609429,23609431,0.424,0.683,17,55,6
chr19,15566,23874043,23874045,0.564,0.78,47,98,14
chr19,15567,23945617,23945619,0.748,0.503,25,78,9
chr19,15568,24049775,24049777,0.656,0.888,4,32,4
chr19,15569,24182633,24182635,0.708,0.949,10,35,7
chr19,15570,24183501,24183503,0.572,0.803,28,50,6
chr19,15571,24386912,24386914,0.485,0.699,26,91,10
chr19,15574,24546477,24546479,0.551,0.852,12,32,4
chr19,15575,24760525,24760527,0.321,0.635,41,75,6
chr19,15577,24958324,24958326,0.739,0.463,63,145,20
chr19,15578,24988716,24988718,0.641,0.873,8,29,4
chr19,15579,25002694,25002696,0.519,0.728,19,27,4
chr19,15580,25077350,25077352,0.485,0.057,10,37,6
chr19,15583,25096517,25096519,0.502,0.753,25,53,7
chr19,15586,25303682,25303684,0.643,0.853,6,18,3
chr19,15590,25357754,25357756,0.367,0.614,6,20,5
chr19,15593,25471100,25471102,0.518,0.277,29,83,11
chr19,15594,25527484,25527486,0.522,0.31,7,10,3
chr19,15596,25667295,25667297,0.62,0.418,10,40,3
chr19,15598,25748525,25748527,0.437,0.656,9,26,3
chr19,15599,25754046,25754048,0.694,0.888,10,36,5
chr19,15600,25802053,25802055,0.581,0.782,19,35,6
chr19,15601,25824910,25824912,0.695,0.442,13,28,5
chr19,15602,25827411,25827413,0.466,0.681,20,58,5
chr19,15603,25827988,25827990,0.439,0.701,9,23,5
chr19,15605,25885660,25885662,0.37,0.634,12,10,3
chr19,15607,25895863,25895865,0.339,0.129,10,23,3
chr19,15608,25896830,25896832,0.551,0.277,28,106,12
chr19,15609,25938009,25938011,0.44,0.665,17,56,6
chr19,15611,26007876,26007878,0.379,0.576,6,27,3
chr19,15612,26027801,26027803,0.437,0.65,22,30,6
chr19,15613,26086029,26086031,0.408,0.697,20,53,10
chr19,15614,26104800,26104802,0.542,0.837,10,22,4
chr19,15615,26105375,26105377,0.244,0.577,10,7,3
chr19,15617,26143029,26143031,0.666,0.252,80,141,25
chr19,15618,26144344,26144346,0.562,0.76,11,35,5
chr19,15619,26173346,26173348,0.481,0.244,18,44,3
chr19,15621,26183710,26183712,0.766,0.469,16,30,3
chr19,15622,26665394,26665396,0.684,0.285,13,14,3
chr19,15624,27468308,27468310,0.718,0.91,8,15,4
chr19,15628,27618912,27618914,0.495,0.698,4,11,3
chr19,15630,28495868,28495870,0.509,0.707,11,22,3
chr19,15642,30129642,30129644,0.634,0.83,30,81,12
chr19,15645,30667570,30667572,0.83,0.547,9,21,6
chr19,15646,30847239,30847241,0.554,0.75,25,58,6
chr19,15647,30918627,30918629,0.849,0.591,28,80,10
chr19,15648,30980270,30980272,0.607,0.403,10,24,3
chr19,15650,31607486,31607488,0.704,0.918,6,13,3
chr19,15654,31943589,31943591,0.516,0.781,5,20,4
chr19,15655,32061799,32061801,0.705,0.913,6,6,4
chr19,15657,32190297,32190299,0.363,0.653,30,46,7
chr19,15658,32294784,32294786,0.34,0.576,6,10,3
chr19,15659,32527341,32527343,0.768,0.507,39,118,15
chr19,15660,32553608,32553610,0.883,0.644,9,15,4
chr19,15664,32807420,32807422,0.58,0.772,5,41,3
chr19,15665,33079342,33079344,0.278,0.579,19,48,8
chr19,15667,33113743,33113745,0.631,0.828,48,100,12
chr19,15668,33174927,33174929,0.532,0.747,5,31,5
chr19,15669,33177046,33177048,0.598,0.345,20,46,5
chr19,15671,33185835,33185837,0.499,0.762,27,39,6
chr19,15672,33369118,33369120,0.692,0.889,28,48,13
chr19,15677,33496379,33496381,0.553,0.75,5,11,3
chr19,15679,33627008,33627010,0.417,0.631,14,19,7
chr19,15681,33628119,33628121,0.43,0.625,4,6,3
chr19,15682,33929892,33929894,0.664,0.458,20,51,6
chr19,15685,34355297,34355299,0.404,0.59,8,12,3
chr19,15695,37004287,37004289,0.712,0.94,10,24,5
chr19,15698,37017353,37017355,0.737,0.933,8,18,3
chr19,15699,37055987,37055989,0.676,0.864,22,45,4
chr19,15704,37454384,37454386,0.875,0.58,19,23,7
chr19,15705,37566791,37566793,0.935,0.641,5,9,3
chr19,15706,37598952,37598954,0.647,0.396,8,12,3
chr19,15707,37602115,37602117,0.57,0.285,15,25,4
chr19,15708,37653427,37653429,0.555,0.796,29,90,9
chr19,15709,37662203,37662205,0.364,0.569,18,48,5
chr19,15714,37829120,37829122,0.526,0.771,18,30,4
chr19,15716,37851937,37851939,0.432,0.643,9,28,3
chr19,15717,37874345,37874347,0.485,0.704,12,22,4
chr19,15718,37990891,37990893,0.469,0.769,4,15,3
chr19,15719,38118759,38118761,0.745,0.527,7,33,3
chr19,15721,38150845,38150847,0.921,0.579,8,23,4
chr19,15723,38188297,38188299,0.849,0.56,7,12,3
chr19,15727,38316284,38316286,0.371,0.593,22,58,9
chr19,15730,38598681,38598683,0.571,0.307,11,21,3
chr19,15734,38770350,38770352,0.561,0.822,10,28,5
chr19,15737,38892239,38892241,0.742,0.945,19,24,7
chr19,15738,38902495,38902497,0.693,0.468,14,42,5
chr19,15739,38903098,38903100,0.682,0.466,19,46,5
chr19,15741,39086244,39086246,0.628,0.376,7,18,3
chr19,15742,39088694,39088696,0.666,0.373,10,41,5
chr19,15743,39120989,39120991,0.787,0.499,30,52,13
chr19,15744,39125676,39125678,0.898,0.596,13,44,5
chr19,15746,39234213,39234215,0.804,0.586,21,54,5
chr19,15748,39256544,39256546,0.512,0.238,8,22,4
chr19,15749,39299629,39299631,0.689,0.431,4,22,4
chr19,15752,39576329,39576331,0.562,0.762,19,50,5
chr19,15758,39588587,39588589,0.448,0.728,16,55,7
chr19,15760,39685214,39685216,0.762,0.452,35,104,14
chr19,15761,39898534,39898536,0.724,0.931,3,16,3
chr19,15763,39899587,39899589,0.628,0.9,8,19,4
chr19,15767,39980799,39980801,0.644,0.418,30,111,15
chr19,15769,40045127,40045129,0.717,0.426,39,66,15
chr19,15770,40128732,40128734,0.803,0.467,91,334,28
chr19,15771,40436674,40436676,0.904,0.654,20,58,6
chr19,15773,40693556,40693558,0.579,0.372,67,145,18
chr19,15774,40706155,40706157,0.723,0.495,28,97,12
chr19,15775,40837190,40837192,0.423,0.635,18,90,11
chr19,15777,41090511,41090513,0.553,0.898,128,161,33
chr19,15778,41343767,41343769,0.689,0.485,10,39,5
chr19,15779,41408939,41408941,0.589,0.346,9,19,3
chr19,15780,41431664,41431666,0.466,0.79,17,58,8
chr19,15781,41433818,41433820,0.556,0.269,10,38,4
chr19,15782,41481285,41481287,0.574,0.771,13,25,5
chr19,15783,41704316,41704318,0.858,0.589,18,73,10
chr19,15785,41764929,41764931,0.777,0.974,18,43,8
chr19,15786,41893516,41893518,0.549,0.756,8,28,4
chr19,15789,42065368,42065370,0.632,0.923,6,22,3
chr19,15791,42189329,42189331,0.534,0.771,14,29,5
chr19,15792,42198358,42198360,0.443,0.644,43,110,12
chr19,15795,42208624,42208626,0.317,0.504,21,45,6
chr19,15796,42241505,42241507,0.262,0.492,7,16,5
chr19,15797,42365000,42365002,0.272,0.487,15,37,4
chr19,15798,42431158,42431160,0.351,0.572,10,28,3
chr19,15799,42436040,42436042,0.418,0.212,5,25,4
chr19,15800,42438765,42438767,0.353,0.597,40,91,13
chr19,15801,42439966,42439968,0.321,0.708,27,45,9
chr19,15802,42509802,42509804,0.617,0.407,9,30,4
chr19,15803,42715741,42715743,0.662,0.862,6,18,6
chr19,15804,42807629,42807631,0.546,0.32,34,95,16
chr19,15805,42869195,42869197,0.651,0.853,22,38,6
chr19,15806,42871397,42871399,0.817,0.61,28,60,9
chr19,15808,43082130,43082132,0.604,0.908,10,35,5
chr19,15809,43082865,43082867,0.644,0.953,53,77,16
chr19,15812,43252260,43252262,0.356,0.579,9,10,3
chr19,15813,43337200,43337202,0.648,0.864,9,19,4
chr19,15814,43557227,43557229,0.638,0.892,50,78,13
chr19,15815,43597884,43597886,0.808,0.552,3,9,3
chr19,15817,43641954,43641956,0.716,0.919,13,26,3
chr19,15818,43642722,43642724,0.649,0.889,34,75,11
chr19,15821,43809947,43809949,0.645,0.851,12,17,4
chr19,15822,44076982,44076984,0.352,0.714,12,26,6
chr19,15823,44081366,44081368,0.598,0.827,12,33,6
chr19,15824,44115548,44115550,0.688,0.466,3,3,3
chr19,15825,44117055,44117057,0.509,0.747,9,33,5
chr19,15829,44252467,44252469,0.908,0.696,44,160,22
chr19,15830,44298777,44298779,0.66,0.897,9,16,4
chr19,15831,44299704,44299706,0.687,0.903,12,20,3
chr19,15832,44311956,44311958,0.464,0.66,10,33,4
chr19,15835,44482107,44482109,0.841,0.619,18,19,6
chr19,15836,44636082,44636084,0.65,0.413,32,42,12
chr19,15837,44637658,44637660,0.56,0.834,12,49,7
chr19,15841,44642441,44642443,0.948,0.659,8,23,5
chr19,15842,44936771,44936773,0.726,0.912,18,35,5
chr19,15848,45183206,45183208,0.621,0.819,14,29,3
chr19,15849,45184103,45184105,0.631,0.835,19,59,5
chr19,15851,45194692,45194694,0.714,0.959,5,9,3
chr19,15853,45208521,45208523,0.598,0.897,4,10,4
chr19,15854,45209301,45209303,0.598,0.85,20,51,10
chr19,15856,45669582,45669584,0.658,0.877,6,19,4
chr19,15858,45737185,45737187,0.668,0.883,13,32,5
chr19,15860,45968366,45968368,0.481,0.216,61,126,12
chr19,15863,45994908,45994910,0.421,0.217,19,43,5
chr19,15865,46028371,46028373,0.704,0.436,11,19,6
chr19,15866,46166532,46166534,0.778,0.548,16,58,6
chr19,15867,46169236,46169238,0.705,0.931,19,34,4
chr19,15868,46231214,46231216,0.657,0.418,38,112,13
chr19,15869,46454720,46454722,0.498,0.778,40,85,10
chr19,15871,46635725,46635727,0.592,0.805,25,63,12
chr19,15873,46760865,46760867,0.808,0.561,9,28,3
chr19,15875,46792296,46792298,0.51,0.297,53,179,13
chr19,15876,46837999,46838001,0.627,0.364,60,159,19
chr19,15877,46926993,46926995,0.531,0.724,12,51,7
chr19,15878,47253622,47253624,0.354,0.624,54,94,19
chr19,15879,47369639,47369641,0.659,0.886,16,52,6
chr19,15880,47370291,47370293,0.679,0.886,7,15,3
chr19,15881,47501636,47501638,0.539,0.759,132,199,21
chr19,15882,47518785,47518787,0.586,0.822,33,76,16
chr19,15883,47520747,47520749,0.693,0.433,49,161,15
chr19,15884,47568859,47568861,0.778,0.544,17,23,4
chr19,15886,47608015,47608017,0.661,0.856,19,49,6
chr19,15887,47769767,47769769,0.73,0.483,36,96,12
chr19,15891,48168725,48168727,0.627,0.405,58,127,20
chr19,15892,48170077,48170079,0.633,0.395,16,45,7
chr19,15893,48199532,48199534,0.206,0.43,7,14,3
chr19,15896,48426222,48426224,0.809,0.569,35,138,13
chr19,15897,48576422,48576424,0.488,0.685,20,54,6
chr19,15898,48703739,48703741,0.36,0.565,21,56,8
chr19,15899,48704894,48704896,0.962,0.714,22,60,8
chr19,15900,48773888,48773890,0.66,0.861,25,70,8
chr19,15902,48897738,48897740,0.402,0.663,25,79,12
chr19,15903,48914710,48914712,0.513,0.731,13,27,4
chr19,15904,48915976,48915978,0.579,0.801,8,15,3
chr19,15905,49005030,49005032,0.342,0.118,51,150,21
chr19,15909,49231623,49231625,0.486,0.856,50,69,27
chr19,15911,49448782,49448784,0.629,0.854,12,27,5
chr19,15912,49458393,49458395,0.382,0.599,9,33,4
chr19,15913,49548522,49548524,0.628,0.82,15,23,5
chr19,15916,49895070,49895072,0.778,0.542,60,91,9
chr19,15919,50039008,50039010,0.804,0.556,15,20,3
chr19,15920,50236441,50236443,0.357,0.582,31,61,6
chr19,15922,50569118,50569120,0.645,0.398,35,85,11
chr19,15923,50654570,50654572,0.66,0.861,27,99,14
chr19,15925,50821602,50821604,0.666,0.456,10,39,5
chr19,15926,50848188,50848190,0.584,0.376,10,14,3
chr19,15927,50862346,50862348,0.631,0.836,18,66,7
chr19,15928,51040610,51040612,0.773,0.57,9,9,3
chr19,15929,51141721,51141723,0.569,0.784,132,237,31
chr19,15930,51176194,51176196,0.811,0.552,22,66,10
chr19,15931,51176801,51176803,0.786,0.556,18,36,4
chr19,15933,51220509,51220511,0.895,0.608,6,14,3
chr19,15934,51263177,51263179,0.684,0.87,6,18,3
chr19,15936,51296203,51296205,0.85,0.582,16,75,6
chr19,15937,51357089,51357091,0.433,0.813,7,12,3
chr19,15938,51403709,51403711,0.247,0.445,5,39,5
chr19,15943,51539000,51539002,0.521,0.727,17,55,6
chr19,15944,51617085,51617087,0.517,0.72,14,70,9
chr19,15945,51716303,51716305,0.761,0.955,22,58,7
chr19,15947,51774085,51774087,0.687,0.897,10,21,3
chr19,15948,51933663,51933665,0.868,0.655,32,55,9
chr19,15952,52265952,52265954,0.669,0.886,6,31,5
chr19,15954,52346582,52346584,0.331,0.6,43,78,9
chr19,15955,52467928,52467930,0.865,0.656,22,30,4
chr19,15958,52527874,52527876,0.682,0.357,7,23,3
chr19,15960,52806444,52806446,0.61,0.395,50,117,9
chr19,15961,52958912,52958914,0.561,0.759,7,26,4
chr19,15962,53142281,53142283,0.568,0.839,101,166,20
chr19,15963,53160926,53160928,0.368,0.556,28,82,7
chr19,15964,53274489,53274491,0.759,0.508,33,87,13
chr19,15965,53332187,53332189,0.459,0.812,23,85,8
chr19,15969,53801148,53801150,0.699,0.468,47,137,10
chr19,15971,54131851,54131853,0.388,0.187,27,48,5
chr19,15973,54246907,54246909,0.249,0.538,7,25,4
chr19,15977,54582936,54582938,0.585,0.779,26,64,9
chr19,15979,54662375,54662377,0.488,0.724,31,63,8
chr19,15980,54765712,54765714,0.668,0.453,29,51,5
chr19,15981,54768010,54768012,0.96,0.728,7,12,3
chr19,15982,55159752,55159754,0.678,0.87,31,53,9
chr19,15984,55191192,55191194,0.436,0.647,24,36,5
chr19,15986,55256809,55256811,0.63,0.379,44,89,12
chr19,15988,55339183,55339185,0.581,0.289,45,113,12
chr19,15990,55632270,55632272,0.379,0.582,7,26,3
chr19,15991,55857396,55857398,0.887,0.678,18,43,5
chr19,15992,56270117,56270119,0.64,0.346,8,28,5
chr19,15993,56323287,56323289,0.612,0.807,11,49,4
chr19,15995,56434659,56434661,0.202,0.488,22,60,9
chr19,15996,56444818,56444820,0.739,0.929,23,35,4
chr19,15997,56459857,56459859,0.548,0.738,25,31,6
chr19,15998,56513976,56513978,0.64,0.402,25,103,10
chr19,16000,56634214,56634216,0.581,0.839,24,60,6
chr19,16001,56800873,56800875,0.083,0.278,14,12,4
chr19,16002,56802515,56802517,0.553,0.897,16,28,5
chr19,16003,56915308,56915310,0.523,0.773,5,23,3
chr19,16004,56962312,56962314,0.415,0.643,69,126,18
chr19,16005,56989704,56989706,0.906,0.682,5,11,3
chr19,16006,56990408,56990410,0.925,0.702,9,27,3
chr19,16007,57022653,57022655,0.482,0.679,9,23,4
chr19,16008,57042072,57042074,0.577,0.788,29,111,11
chr19,16009,57145439,57145441,0.639,0.83,26,85,11
chr19,16010,57241918,57241920,0.595,0.815,50,140,18
chr19,16012,57501504,57501506,0.619,0.348,14,61,8
chr19,16014,57827408,57827410,0.585,0.885,5,15,4
chr19,16015,57883681,57883683,0.54,0.301,43,78,15
chr19,16016,57951437,57951439,0.569,0.793,29,41,11
chr19,16018,58109813,58109815,0.525,0.714,14,31,4
chr19,16019,58227126,58227128,0.759,0.535,48,113,12
chr19,16021,58387490,58387492,0.572,0.792,35,79,9
chr19,16022,58472905,58472907,0.407,0.616,42,43,15
chr19,16023,58505483,58505485,0.487,0.746,16,46,4
chr19,16024,58560461,58560463,0.293,0.519,13,29,4
chr19,16028,58744353,58744355,0.505,0.765,15,63,9
chr19,16029,58766400,58766402,0.633,0.825,57,116,15
chr19,16030,58904524,58904526,0.672,0.873,8,30,3
chr19,16031,58904905,58904907,0.454,0.698,52,97,17
chr19,16032,59096152,59096154,0.537,0.826,10,15,3
chr19,16034,59140319,59140321,0.449,0.233,8,38,4
chr19,16035,59219503,59219505,0.726,0.515,39,35,4
chr19,16038,59384648,59384650,0.446,0.742,8,35,4
chr19,16039,59430795,59430797,0.435,0.67,10,16,4
chr19,16040,59471477,59471479,0.187,0.389,5,14,3
chr19,16041,59580140,59580142,0.707,0.492,11,31,4
chr19,16042,59656248,59656250,0.637,0.357,17,54,9
chr19,16043,59756093,59756095,0.559,0.801,18,34,5
chr19,16044,59761004,59761006,0.811,0.575,5,9,4
chr19,16045,59873977,59873979,0.227,0.429,3,21,3
chr19,16046,60004362,60004364,0.881,0.676,10,27,4
chr19,16047,60016019,60016021,0.474,0.766,19,22,4
chr19,16050,60170496,60170498,0.791,0.563,16,46,6
chr19,16051,60214838,60214840,0.758,0.536,19,54,7
chr19,16052,60250906,60250908,0.391,0.705,84,148,21
chr19,16053,61054923,61054925,0.505,0.704,12,21,3
chr19,16058,61227025,61227027,0.698,0.907,6,12,4
chr19,16059,61335502,61335504,0.437,0.186,7,12,5
chr19,16061,61510751,61510753,0.704,0.496,20,54,5
chr19,16063,62172681,62172683,0.829,0.617,22,40,7
chr2,16067,834698,834700,0.587,0.808,10,19,3
chr2,16068,836379,836381,0.554,0.812,10,17,4
chr2,16069,1382401,1382403,0.75,0.515,10,23,5
chr2,16071,1387291,1387293,0.43,0.706,19,31,5
chr2,16073,1392487,1392489,0.616,0.405,4,9,3
